attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,item_name
-0.918,0.856,0.23,0.059,0.979,-2.613,-1.807,1.379,-0.129,-0.427,-1.338,0.194,0.317,1.441,0.372,-0.303,0.406,1.109,0.891,0.621,Item_2026
0.275,-0.581,-1.033,-1.191,0.394,0.498,1.094,0.562,1.051,-0.131,0.771,-1.001,-0.06,-1.831,0.032,1.225,0.07,0.722,0.273,-0.57,Item_2027
-0.187,1.18,0.717,-0.618,-1.387,0.207,-0.582,-0.177,-1.454,1.041,-0.097,0.055,-0.833,-0.277,0.122,-0.613,-0.216,1.386,-1.75,0.185,Item_2028
-0.785,1.336,-0.181,-1.047,-0.216,0.35,2.776,-2.11,-1.199,1.305,-1.509,0.01,-0.483,-0.64,-0.172,-0.333,1.057,1.328,0.426,-0.236,Item_2029
0.258,0.805,1.002,0.37,1.528,-0.617,1.14,0.704,-0.61,0.233,0.301,-0.142,-0.153,-1.525,-0.689,-0.238,-0.573,-0.856,1.061,-0.104,Item_2030
2.167,0.223,1.04,-0.208,-0.662,0.263,1.296,-0.089,0.447,0.258,-0.098,-0.047,-0.998,-0.011,0.653,0.296,0.184,0.725,0.195,0.014,Item_2031
0.735,0.137,-0.237,0.468,-0.035,-0.282,0.155,0.167,-1.104,0.333,1.847,-0.98,-0.503,2.78,-0.822,1.286,-0.229,0.06,-0.131,0.426,Item_2032
-1.58,0.186,-0.403,-1.863,1.121,-2.108,2.148,0.617,-1.361,1.338,-0.75,-0.705,-1.801,-0.864,-0.746,0.818,1.167,-1.241,0.271,-1.84,Item_2033
0.274,2.162,-1.78,-1.015,0.727,0.845,-0.941,1.474,-0.816,1.673,0.469,1.271,0.371,0.657,0.71,1.145,-0.033,-0.9,-0.079,-0.667,Item_2034
-0.602,1.655,0.623,0.577,1.073,0.618,1.867,-2.095,-0.998,-0.701,-1.376,0.113,0.16,1.975,0.904,-0.508,0.494,-1.827,0.142,0.089,Item_2035
-0.902,-0.201,-0.693,-0.933,0.674,1.034,0.51,-0.438,-0.663,-0.407,-0.22,-0.872,1.054,-0.202,0.765,-1.4,-0.688,0.859,0.874,-1.203,Item_2036
0.303,0.329,-0.708,0.357,-1.58,-0.927,0.599,0.03,0.081,-0.175,0.537,0.585,0.791,0.126,-0.388,-0.557,-1.057,-0.403,-0.606,1.602,Item_2037
-1.047,1.037,-0.268,-0.206,0.401,-1.419,-0.8,-1.241,-0.38,-0.909,1.317,-0.583,-2.378,-0.334,0.807,1.63,-0.229,-0.517,-0.014,0.415,Item_2038
-1.129,-0.244,-0.05,0.046,-0.145,-0.936,0.339,-0.045,-0.047,-1.083,0.64,-0.948,1.616,-1.179,0.762,-1.908,-2.258,-0.555,-2.26,0.73,Item_2039
-0.022,1.401,-0.167,0.243,-0.268,-0.874,-0.407,-1.204,0.387,-0.308,-0.1,2.824,-0.403,0.314,-0.054,1.158,0.238,-0.271,2.293,-0.86,Item_2040
-0.194,0.916,-0.818,0.766,-0.479,1.003,0.977,-0.09,-1.0,-0.391,-0.015,0.888,0.321,0.538,0.349,0.846,-0.2,0.165,0.028,-0.438,Item_2041
1.012,0.991,1.206,-0.764,0.351,1.092,1.503,-1.509,-0.003,-0.189,1.591,-2.209,-1.047,1.433,-0.47,-1.301,1.512,-1.432,1.022,-1.56,Item_2042
-1.443,0.2,-0.848,0.272,1.802,-0.155,1.628,0.324,0.956,-2.353,0.636,0.483,-0.36,1.896,-0.493,-1.609,0.782,-1.424,0.077,1.34,Item_2043
0.498,-0.247,-0.351,1.265,-1.22,0.775,2.194,0.543,-0.238,-0.16,-0.48,-0.651,0.118,0.679,1.611,-1.957,-2.439,1.63,0.057,0.11,Item_2044
0.501,-0.187,1.975,0.492,-0.448,-0.358,-0.144,-0.777,1.689,0.124,-1.171,0.405,1.439,1.061,-0.76,-1.109,1.427,-1.624,0.371,-0.569,Item_2045
1.314,-1.055,-0.796,0.617,0.796,1.36,0.473,0.349,1.049,-1.371,-0.88,-1.287,-2.686,0.842,1.43,0.556,0.38,0.085,0.055,1.695,Item_2046
1.549,-0.585,1.109,1.229,0.65,0.388,0.353,-1.482,-1.571,0.783,-1.1,-1.389,-2.075,-0.476,0.374,0.455,0.851,-0.391,0.107,0.846,Item_2047
0.464,-0.585,0.3,-1.984,0.0,-0.618,1.519,-0.977,0.117,-0.429,-0.558,0.377,-0.418,1.852,-1.975,0.631,-0.085,-0.05,0.302,0.998,Item_2048
0.265,1.001,0.046,-1.034,-0.089,1.153,-0.411,-1.083,0.619,0.337,-0.771,-0.233,-0.182,0.006,0.647,-0.405,0.698,-0.533,1.666,1.688,Item_2049
-0.856,-1.226,0.978,0.258,0.552,-0.655,-0.132,-0.345,0.304,-1.246,-0.099,-1.256,-0.516,-0.097,0.507,0.59,0.761,-1.483,1.264,-0.645,Item_2050
-0.572,0.269,-0.337,0.362,0.547,-0.763,-0.184,-0.154,0.958,-0.465,-0.509,-1.022,-0.91,-1.351,-0.703,1.594,0.691,1.277,-0.95,-1.948,Item_2051
0.316,1.854,-0.485,0.102,-1.57,0.028,-0.125,-2.093,-1.037,-1.117,-1.58,-0.725,0.509,-0.633,1.148,-0.363,0.326,0.497,1.534,-0.716,Item_2052
0.442,-0.947,1.722,-1.04,0.384,1.559,-1.197,0.595,-0.993,2.328,-1.891,-1.517,-1.122,-1.089,0.521,1.8,1.155,0.234,0.01,-0.606,Item_2053
0.391,-0.209,0.189,-0.741,-1.202,0.025,0.003,-0.596,-0.767,0.558,0.455,1.877,1.381,-1.194,-0.191,-1.365,-1.839,2.195,1.48,-0.63,Item_2054
1.243,1.392,-1.92,0.851,-0.492,0.383,3.01,1.585,-0.128,1.422,-1.922,0.504,0.527,0.706,-0.508,0.382,0.856,-2.323,-0.316,-0.903,Item_2055
0.662,1.378,-0.612,-1.089,0.117,-1.153,-0.226,-0.332,0.58,0.315,0.161,1.637,0.27,-0.418,-0.295,-0.764,-1.019,-1.389,1.134,-0.718,Item_2056
0.316,-0.3,-0.029,1.154,0.177,-0.923,-0.564,0.86,0.483,0.922,-0.239,-1.396,0.507,0.253,0.279,-1.382,-0.64,-0.938,0.399,0.434,Item_2057
-0.043,0.968,1.491,0.353,0.671,-0.542,-0.725,1.01,-0.875,0.697,1.719,0.653,-0.081,-1.34,0.163,1.009,-0.179,1.021,0.365,0.291,Item_2058
-0.317,-1.456,-0.425,-0.433,0.575,-0.015,1.083,0.281,-0.504,-0.815,-0.603,0.161,-0.373,-1.076,1.007,0.152,0.275,-0.823,-1.042,-0.162,Item_2059
-2.028,0.78,-0.704,-0.268,0.427,-0.225,-1.168,1.506,-1.533,-2.237,0.875,-1.459,1.253,0.377,0.283,-0.569,-0.825,-0.376,-0.877,1.208,Item_2060
-0.743,0.506,1.005,-0.881,0.377,-0.894,-0.174,-0.459,-0.695,0.158,-1.214,0.929,-1.082,-1.267,-0.252,-0.373,0.356,0.085,-1.627,0.987,Item_2061
-0.277,0.241,2.202,1.286,0.211,-1.373,-1.356,1.162,-0.402,-0.168,-1.145,0.446,1.141,1.524,-0.448,0.645,-0.095,0.88,-0.004,-0.824,Item_2062
1.32,0.099,-0.351,0.178,-0.737,0.415,-0.196,-0.795,2.377,-1.007,0.353,0.057,-1.026,-0.337,-1.343,2.066,-0.268,-0.183,1.945,-0.824,Item_2063
1.294,0.593,-1.979,-0.371,0.437,0.036,0.038,-0.607,-0.713,-0.308,1.961,-0.908,-0.482,0.029,-1.463,0.432,-1.288,-1.087,-1.135,-1.641,Item_2064
1.268,0.522,0.922,0.831,-0.168,-0.03,1.014,1.638,-1.258,2.52,-1.316,-0.462,0.074,0.166,1.964,1.012,0.413,1.035,0.346,-0.675,Item_2065
0.486,0.068,-0.843,1.263,-0.054,-1.121,-0.963,0.535,1.049,0.482,0.486,-0.81,0.093,-0.33,-0.195,-0.112,-0.66,0.752,-1.009,-1.299,Item_2066
-0.785,0.883,0.339,-1.783,0.597,-0.049,-0.417,-0.242,-1.334,0.173,-1.268,-0.35,-0.349,0.77,0.04,0.706,-1.196,-0.108,0.53,1.242,Item_2067
-1.139,-0.841,0.505,1.612,0.286,-1.11,-1.09,0.135,0.358,-0.221,-1.079,1.101,-0.349,0.527,-1.773,1.201,-0.685,1.345,0.613,-1.429,Item_2068
0.246,1.657,-0.598,1.658,0.386,1.34,0.159,-0.124,1.837,0.721,-0.235,0.424,-0.565,0.108,1.196,-0.162,-0.875,-0.967,0.074,-0.808,Item_2069
-1.433,-1.199,1.175,-0.142,0.058,-0.967,-0.581,-0.614,-0.277,-1.658,1.09,-0.016,0.202,0.914,0.838,-0.575,0.604,0.594,0.316,1.061,Item_2070
0.8,0.727,1.365,0.029,0.058,0.819,-0.178,0.482,-0.56,-2.279,0.598,-1.549,-0.699,0.82,0.832,1.175,-2.02,0.296,-0.258,0.988,Item_2071
1.476,-1.309,0.016,0.833,-0.338,1.746,-0.401,-0.3,-1.073,0.154,-3.018,-0.248,1.269,-1.397,-1.618,1.116,1.252,-1.356,1.733,0.432,Item_2072
1.049,-0.792,1.489,-0.268,-0.312,0.482,-0.392,-1.521,0.132,-0.318,-0.768,1.241,2.392,-0.919,0.197,-0.398,2.288,0.492,0.927,1.182,Item_2073
0.13,-0.186,1.519,0.778,-0.846,-0.724,-0.39,1.159,1.473,2.152,-0.709,0.14,-0.4,-0.182,0.93,-0.046,1.316,-0.516,0.741,-0.443,Item_2074
-1.837,-1.021,0.124,1.921,-0.46,-0.169,0.49,-0.599,-0.484,0.072,-0.437,-1.783,-0.65,0.615,0.646,1.336,1.256,-0.9,-0.745,-0.701,Item_2075
-0.152,-0.623,-0.175,-0.872,0.784,-0.948,-0.998,0.52,0.722,-0.225,0.869,0.797,1.899,0.733,1.707,0.062,1.4,1.421,-0.143,-0.689,Item_2076
-0.513,0.415,-1.15,-0.454,1.197,0.667,-2.353,-1.333,2.159,1.18,-0.583,-1.488,-1.25,0.509,1.977,1.913,-1.576,-0.296,-0.857,0.137,Item_2077
-1.331,-0.546,-0.867,0.524,-0.515,-0.371,0.511,1.643,2.116,0.456,-0.089,1.316,1.167,0.882,-1.579,1.208,0.358,-0.894,-0.672,0.582,Item_2078
-2.512,-0.125,-0.655,-0.757,-0.457,-1.479,1.052,-2.128,0.169,-0.848,1.984,0.023,-2.123,0.547,-1.093,0.985,0.618,1.473,0.187,0.819,Item_2079
0.043,-0.59,1.066,-1.23,-0.036,-0.569,0.842,-0.947,-0.409,0.044,1.488,-0.533,-0.401,-1.348,-0.983,0.413,0.032,0.048,1.741,-1.672,Item_2080
2.318,1.178,-0.326,0.391,-0.683,0.319,2.15,-0.646,-0.232,-0.757,-0.596,-0.403,-1.095,-0.264,0.054,-0.403,-2.299,-0.154,-0.047,1.898,Item_2081
0.027,0.936,-0.426,1.298,-0.945,0.505,0.84,0.694,2.164,-0.584,1.414,1.156,0.049,1.839,-0.147,0.022,-0.005,-1.273,0.762,0.605,Item_2082
-0.105,1.763,-0.437,-1.73,1.902,1.011,0.626,-0.339,0.342,-1.26,-0.225,-0.904,0.262,0.923,-1.048,0.725,0.2,0.684,-0.242,0.704,Item_2083
-0.696,-1.682,-1.454,-0.503,-1.613,1.55,-0.083,0.919,0.787,0.006,3.537,2.928,1.392,-0.905,1.433,-1.749,1.397,-2.556,-0.319,1.209,Item_2084
0.385,-1.479,0.17,0.386,0.205,-0.407,0.855,1.145,-0.154,1.52,-0.156,-0.49,1.357,1.32,-0.62,-0.765,1.764,-0.103,0.003,-0.252,Item_2085
1.322,2.144,0.07,2.418,-0.555,-0.283,0.673,-0.817,0.66,-0.518,-1.544,-1.743,-0.324,0.418,-1.361,0.179,0.181,-0.168,-0.926,0.24,Item_2086
-0.142,0.982,-1.293,0.114,-1.272,-0.237,-1.095,-0.917,-0.004,-0.566,1.467,1.179,0.805,0.785,0.13,1.305,-0.294,2.119,-0.942,-1.129,Item_2087
-1.395,-1.221,-1.629,0.214,0.854,0.034,-1.385,-0.47,0.841,-0.342,-0.798,-1.514,-0.423,-0.703,-0.086,0.476,-0.282,0.185,0.472,-1.23,Item_2088
1.886,-0.741,0.517,-1.136,0.11,0.147,1.659,-0.233,1.299,0.29,1.852,-1.78,0.482,-2.673,-0.058,1.021,1.446,0.739,-0.291,0.545,Item_2089
2.516,0.075,0.961,-0.429,1.07,0.906,-0.611,0.777,0.825,0.74,-0.041,1.229,-0.935,0.01,0.111,1.171,-0.966,0.241,-0.492,0.109,Item_2090
0.392,-1.278,1.264,0.428,-0.859,-0.341,1.494,0.416,-0.965,-0.784,0.625,0.745,0.363,-0.291,0.81,-0.312,-0.855,1.587,0.489,-0.785,Item_2091
0.134,0.027,-0.35,0.234,-0.929,0.874,-0.006,-1.609,-0.228,-0.616,-2.99,-0.156,1.037,-0.108,0.708,0.008,-0.456,-0.732,-1.283,0.926,Item_2092
0.731,-0.278,-2.024,0.472,-0.905,0.144,-1.541,0.092,-0.131,-2.41,1.618,-0.326,-0.259,0.535,-0.051,0.364,-1.144,-0.142,-1.909,-0.238,Item_2093
1.445,-1.506,-0.351,-2.124,0.008,0.466,0.383,-0.602,-2.144,-1.242,1.256,0.879,-0.091,0.162,-1.028,1.291,-0.719,0.437,-1.328,-0.178,Item_2094
1.248,-0.947,0.749,-1.081,-0.902,-0.009,0.972,-0.298,0.619,1.144,-0.771,-1.525,-0.356,1.273,-0.813,1.015,-0.263,1.756,2.245,1.031,Item_2095
-1.647,-2.403,0.061,0.907,0.501,-0.724,-1.486,0.93,1.859,-0.67,0.825,2.603,-0.19,-0.169,0.56,-0.284,1.339,-0.404,-0.031,-1.442,Item_2096
-0.236,-1.008,0.346,-1.664,0.98,-0.871,1.784,1.371,0.536,-1.538,-0.628,-0.896,-0.771,1.577,-0.153,-0.658,-0.748,-0.532,0.533,-1.627,Item_2097
0.098,0.424,-1.735,-1.418,-0.048,1.441,1.203,-0.608,1.409,-0.32,-0.328,0.094,0.839,-0.609,-0.398,-1.248,0.351,0.933,0.995,-1.367,Item_2098
-0.383,1.245,0.232,0.034,0.011,0.541,0.286,-0.575,0.881,-1.203,1.322,-0.896,0.548,-0.165,-0.476,1.358,0.743,-0.059,1.745,0.98,Item_2099
-0.805,-2.26,0.107,1.383,0.611,1.574,-0.598,-0.117,-0.093,0.241,0.767,1.632,1.843,1.667,0.669,-0.342,0.226,0.655,0.135,-0.914,Item_2100
-0.462,0.868,-0.247,0.024,-0.078,-0.892,-0.171,-0.458,-0.692,-1.058,-0.101,0.618,1.121,-1.394,1.606,0.293,-1.127,-0.404,-1.877,-1.622,Item_2101
1.721,-0.699,0.537,-0.111,0.018,0.368,-2.084,1.319,-0.099,-0.504,0.468,-0.721,0.208,-0.165,0.711,-0.214,-1.03,0.362,-0.271,-1.821,Item_2102
0.198,-0.537,0.346,-0.855,-1.206,1.18,0.843,-0.007,0.438,0.81,-0.01,-1.209,0.299,1.002,0.593,0.059,0.565,-0.223,1.044,1.347,Item_2103
-1.296,1.116,2.237,0.526,0.984,-0.647,-0.504,-0.21,-0.402,-1.312,-0.173,0.836,-1.299,0.179,0.148,-0.301,0.497,0.403,-0.372,1.061,Item_2104
0.561,1.573,-0.066,-0.322,-0.208,1.178,-0.149,-0.088,1.961,-1.344,0.357,-0.061,-0.251,-0.953,-0.664,-0.408,0.496,0.852,-1.779,-1.202,Item_2105
0.548,0.632,-1.464,0.874,-0.014,0.747,-0.852,-1.39,-0.309,-0.264,-0.32,-0.39,1.693,-1.7,-0.845,-0.419,0.024,0.711,0.865,1.077,Item_2106
0.481,-1.73,-1.664,1.147,1.083,0.636,-0.82,-0.323,-0.399,-1.025,0.259,2.155,-0.496,1.297,-0.885,-1.537,0.987,-0.219,1.271,1.471,Item_2107
-0.278,1.343,-0.876,-0.892,1.072,-1.548,-0.002,1.25,1.317,-0.433,1.009,-1.123,-0.667,0.23,0.378,-1.048,1.862,-1.877,0.054,0.196,Item_2108
-1.747,1.324,-0.74,0.098,0.328,-1.454,-1.072,1.563,-0.066,-2.697,-0.302,-0.033,0.219,-1.999,-0.029,-0.833,0.221,0.506,0.4,1.404,Item_2109
2.191,-1.134,-0.382,0.743,-0.127,-2.723,-0.193,1.234,-1.395,0.221,-1.907,0.87,0.242,-0.568,-0.418,-1.499,1.008,-0.799,0.5,-0.962,Item_2110
2.198,1.56,2.074,2.191,-0.635,-0.884,2.026,-0.141,0.833,-0.621,-0.604,0.83,-1.97,0.783,0.524,-0.53,0.024,0.181,0.237,0.69,Item_2111
-0.815,2.698,-0.206,-0.131,1.945,-1.829,1.934,0.093,-0.53,-1.12,-1.269,-0.342,0.278,0.622,0.266,-0.51,1.34,2.674,1.495,-0.359,Item_2112
0.502,0.566,1.604,-0.338,-0.965,1.134,0.406,-1.109,0.706,1.838,-0.694,-0.891,0.03,0.68,-0.075,1.134,0.261,1.012,-0.721,-1.228,Item_2113
-0.34,-1.346,0.409,-2.017,-0.453,-0.286,-1.047,-0.306,0.004,1.269,-1.041,0.357,0.556,-0.021,-0.498,-1.139,1.899,0.073,-0.316,2.122,Item_2114
0.222,2.543,-1.416,-0.237,-1.37,-0.122,-0.127,-0.458,0.054,-0.409,-0.11,-0.756,1.443,-1.109,0.212,-1.193,-0.835,-0.728,-0.132,0.175,Item_2115
-1.107,-0.414,-0.991,-1.035,1.134,-1.392,0.075,1.698,1.206,0.425,-0.016,0.737,0.369,1.423,-0.134,1.001,-0.326,1.893,-0.162,-1.619,Item_2116
0.078,0.765,1.629,-0.996,-1.744,0.497,0.466,-1.411,-0.33,-0.285,0.823,-0.414,-0.436,0.115,-1.378,1.901,0.934,-0.702,-1.118,-1.04,Item_2117
0.587,-1.01,-0.249,-1.691,0.541,0.579,-0.185,0.194,0.796,0.167,0.781,-1.168,0.379,0.193,1.202,0.03,-0.097,-0.557,1.491,-2.356,Item_2118
0.511,-0.02,-0.184,-0.329,-0.056,0.479,-0.795,0.135,0.351,-0.954,0.504,0.359,-0.799,-1.188,-0.812,0.135,-0.076,1.394,-0.367,-0.889,Item_2119
0.657,-0.98,-0.791,-0.778,-2.997,0.567,0.94,0.917,1.885,1.507,-0.334,1.109,-0.098,-0.426,-0.756,-0.268,0.329,1.581,0.729,-0.771,Item_2120
-1.044,0.569,0.902,1.227,-0.269,0.47,0.856,-1.351,0.278,0.904,0.51,-0.081,2.61,1.931,0.009,-0.19,0.7,-0.058,1.272,-1.267,Item_2121
-0.241,0.685,1.004,-1.481,-0.954,-1.676,-0.873,-1.277,0.539,0.229,-0.154,0.026,1.194,-1.042,-1.93,0.711,-0.391,-1.018,0.554,-1.968,Item_2122
-0.858,-2.389,0.259,1.574,-0.573,-0.792,1.785,0.627,2.38,0.161,0.227,1.445,-0.149,0.247,-2.421,1.738,0.391,-0.107,0.907,-1.181,Item_2123
-0.551,0.553,0.044,0.447,0.249,0.631,-1.321,1.278,-0.484,0.058,-0.601,-0.287,0.229,0.735,0.901,0.433,-0.596,0.369,0.24,0.059,Item_2124
0.534,-1.276,-2.027,1.19,-0.131,0.416,-0.868,1.262,0.35,-0.18,0.286,-1.742,0.373,1.487,0.315,0.186,-0.317,1.083,1.231,-0.432,Item_2125
0.359,0.232,0.402,-0.773,1.143,0.565,1.202,-1.115,-1.057,2.059,1.147,-0.815,0.868,-0.466,-1.699,-2.1,-0.022,1.561,1.521,1.26,Item_2126
0.83,0.317,1.152,-2.011,0.99,-1.121,-0.913,0.696,0.929,-0.61,0.646,0.563,-0.311,0.154,2.081,-0.282,-0.247,0.15,-0.183,0.791,Item_2127
1.469,-0.247,-0.857,1.975,0.12,-1.705,1.862,1.126,1.601,1.434,2.645,-1.037,-0.796,-0.492,-0.521,0.123,-0.49,-1.19,-0.874,-0.294,Item_2128
1.144,-0.575,0.81,-1.321,-3.199,-0.133,-0.61,-0.882,-0.999,-0.708,-0.987,-0.897,-1.359,-2.129,-2.209,2.461,-0.063,1.525,-0.178,-0.144,Item_2129
0.307,0.64,-1.247,-0.38,0.305,-1.934,1.297,1.063,-2.102,-0.879,0.105,0.842,1.526,-0.637,2.338,-0.049,-0.224,0.562,0.311,0.255,Item_2130
1.996,0.247,-0.984,-0.84,1.473,0.684,-1.556,-1.606,0.025,0.616,-0.678,-1.68,-1.125,1.646,0.497,1.0,1.165,-0.626,-0.373,-0.168,Item_2131
0.417,1.09,1.87,0.814,0.822,1.927,-0.205,1.189,0.578,0.615,-0.215,-1.394,0.345,0.349,-0.575,-0.097,-0.882,-0.873,-0.481,-1.328,Item_2132
-0.583,0.714,1.456,2.075,-0.4,1.2,0.336,-0.237,0.402,1.102,-0.498,-0.521,-0.41,-0.627,1.199,-0.764,-0.588,0.311,0.23,-0.41,Item_2133
1.684,-0.631,-0.171,-1.927,-0.305,-1.323,-0.916,-1.956,-0.893,-0.075,-0.244,-0.415,-0.325,-0.505,-0.035,-0.11,0.275,-0.201,-0.434,0.778,Item_2134
0.603,-0.032,1.195,0.083,-0.161,-0.069,0.165,-0.917,-1.874,0.281,0.834,-1.001,1.073,-1.646,-0.559,1.706,0.356,-0.302,0.252,1.196,Item_2135
-1.445,1.318,-0.49,0.708,-0.614,1.684,-0.031,-1.329,0.47,1.301,1.188,0.094,0.812,-0.422,0.591,0.363,-2.895,-1.001,0.208,0.165,Item_2136
-0.029,0.089,1.208,0.354,-2.333,1.948,-1.907,0.958,-1.564,1.423,-0.278,0.384,-1.986,0.73,0.416,0.617,0.95,0.179,-0.211,-0.811,Item_2137
-0.443,1.206,-0.838,-1.843,-0.988,0.606,-0.303,0.604,-2.0,-2.983,0.264,1.005,-1.711,0.526,1.19,-0.004,0.901,0.19,-0.263,0.821,Item_2138
1.913,-0.558,-0.088,-0.991,0.155,-0.156,1.158,1.42,0.788,1.047,-0.705,-0.955,0.437,0.02,1.999,-1.922,0.62,0.603,-0.762,-0.968,Item_2139
-0.339,-1.642,1.457,2.701,-0.341,-0.639,-1.311,-1.096,-0.589,1.209,3.193,-0.723,-0.902,-1.168,0.451,0.344,0.101,-0.444,1.359,0.764,Item_2140
0.721,0.37,-0.189,-0.715,0.52,0.423,0.567,-1.564,0.339,-0.309,-0.879,0.728,0.177,2.354,0.484,-0.297,-0.108,-1.172,1.231,0.315,Item_2141
0.332,-1.064,0.779,-0.935,-0.554,0.125,-0.581,-0.792,-0.05,1.01,0.895,0.707,0.486,-0.476,1.121,-1.736,0.434,0.841,-0.09,-0.722,Item_2142
-0.037,-0.758,0.514,0.946,0.447,0.387,0.76,0.876,-0.778,-1.538,0.278,0.924,-1.581,0.069,1.128,-0.116,1.521,1.334,-0.183,-0.368,Item_2143
-0.349,0.135,-1.174,-1.358,-2.271,-0.021,2.039,-1.991,-0.184,-0.214,-0.152,1.257,-0.888,-1.946,-0.534,-0.668,-2.231,0.245,-1.186,-0.083,Item_2144
-0.363,-1.074,0.891,-0.281,0.054,0.586,0.289,0.145,-0.824,-1.112,0.158,-0.962,0.794,-0.13,0.649,-0.986,-1.141,1.679,-0.149,0.913,Item_2145
-1.412,-0.283,1.302,-1.565,2.275,0.203,-0.819,0.352,1.109,-0.826,-0.682,0.249,0.463,-0.198,0.402,0.854,0.173,-0.691,-0.021,1.756,Item_2146
0.333,1.24,-0.514,0.263,0.794,1.498,1.228,-1.119,1.152,1.686,-0.575,-0.894,-0.024,0.179,-0.35,-1.187,1.472,-0.86,-0.507,0.109,Item_2147
-1.472,-1.549,-0.432,0.826,0.188,-2.059,1.389,0.797,0.191,0.164,0.673,2.326,0.881,0.296,-1.227,0.165,0.773,-0.115,-0.523,0.554,Item_2148
-0.988,0.868,-0.436,-2.122,-0.455,-0.057,0.552,0.437,-1.29,0.122,-0.534,-0.36,-0.998,-0.051,3.132,1.856,-0.999,0.066,-0.314,0.142,Item_2149
0.916,-0.129,-0.712,1.156,-1.234,0.189,-1.486,-1.026,0.745,-0.679,-1.877,-0.723,-0.83,-1.262,0.55,-1.547,-0.588,0.133,-0.343,-0.404,Item_2150
-0.723,-1.219,-0.637,0.658,-0.434,0.167,1.117,0.6,-1.276,0.448,1.048,-0.582,-1.586,-0.441,0.188,0.592,-0.521,-2.035,-1.276,0.36,Item_2151
1.991,-0.022,1.313,-1.057,-0.648,-2.34,0.37,-0.894,0.599,-0.502,2.022,1.793,-2.303,0.591,-0.743,0.647,-1.344,1.441,1.031,-1.414,Item_2152
-0.181,0.162,0.719,-0.012,0.786,-0.071,0.612,-1.368,-0.026,1.15,1.411,0.173,-0.099,1.368,-0.101,1.145,-0.107,0.04,-1.105,-1.249,Item_2153
0.978,1.723,0.106,-0.166,1.023,0.337,-2.398,0.994,-1.337,-0.012,-0.441,-0.641,0.047,0.894,0.031,1.41,1.534,1.525,-0.056,-0.478,Item_2154
-0.034,1.125,1.065,-2.595,0.306,-2.368,-0.019,-0.529,-0.837,0.849,-0.647,-0.01,-0.932,0.074,0.96,-0.878,0.64,0.056,0.047,-0.35,Item_2155
0.773,0.671,-0.133,0.203,0.743,0.542,-0.307,1.166,0.864,2.111,-1.57,0.702,1.152,1.005,-0.253,-1.363,1.54,-0.482,-0.295,2.067,Item_2156
-1.273,0.819,-0.754,-0.776,0.168,0.676,0.95,1.081,-0.707,-1.144,-0.343,0.347,-0.206,-3.632,-1.827,-0.24,0.855,-0.905,0.733,-1.496,Item_2157
0.256,0.263,0.469,-1.008,-1.548,0.726,-1.526,-0.771,1.392,0.17,0.369,0.625,0.589,-0.021,-0.901,2.684,-0.293,0.331,0.44,-0.533,Item_2158
-0.426,1.488,-0.739,0.412,0.896,-0.214,-0.094,0.957,-0.137,-2.077,1.504,-0.975,0.215,-1.318,-0.511,-0.436,0.174,-0.877,1.983,0.025,Item_2159
0.881,-0.009,0.997,-2.101,-0.705,-0.522,-0.53,0.519,0.587,-0.074,-0.049,2.441,0.325,-2.225,0.77,0.559,1.159,0.598,-0.905,0.89,Item_2160
0.099,1.046,1.548,-0.122,0.876,1.034,0.159,1.958,1.046,-0.585,0.26,0.86,1.92,0.621,0.289,1.264,-0.219,-0.99,0.704,-0.378,Item_2161
2.716,0.253,0.71,-0.628,1.265,-0.027,-0.125,-0.101,-1.291,-0.251,0.546,-1.545,1.022,-0.268,0.245,-2.234,0.225,-1.043,-0.351,-1.567,Item_2162
-0.882,-0.164,-0.272,0.885,-1.868,-0.051,-0.099,-0.458,-0.913,1.102,2.048,-1.714,-0.924,-1.004,-0.282,1.256,0.528,-0.154,0.016,-0.319,Item_2163
0.739,0.86,0.591,-2.197,0.013,-0.187,0.991,0.239,0.557,-0.495,0.939,1.234,-1.627,-1.296,0.762,-0.172,1.029,0.242,0.693,-0.747,Item_2164
0.34,0.343,-0.689,1.002,-1.895,0.208,-1.294,-1.022,0.986,-1.1,-1.142,0.58,-1.111,1.018,0.645,-0.778,0.98,-1.939,0.472,-1.246,Item_2165
-0.523,-0.459,1.281,-0.501,-0.079,-0.438,-0.983,-1.03,0.309,-0.026,0.763,-0.242,-0.21,0.766,-0.372,-1.44,0.848,-0.677,0.067,-0.627,Item_2166
-0.973,-1.899,0.339,-3.394,1.298,1.032,-0.91,1.588,2.061,-0.273,0.411,0.136,1.514,-1.393,-0.227,0.919,0.814,-0.043,1.392,0.233,Item_2167
0.114,0.697,-0.061,0.05,-0.787,2.933,-0.473,0.729,1.909,-1.343,0.611,0.023,1.795,-0.909,-0.752,-0.05,-0.494,-0.459,2.028,0.127,Item_2168
-0.785,-0.39,0.405,0.337,-0.577,-1.628,-0.051,-0.078,-0.646,1.28,0.575,0.135,-0.361,1.733,-1.154,-0.497,-0.452,0.299,0.661,-1.337,Item_2169
