attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,item_name
-0.046,-0.424,-0.57,0.33,-1.517,0.751,-0.416,-1.13,-0.45,1.257,-0.535,0.358,-0.731,0.758,0.686,1.849,-0.176,0.669,0.098,1.296,Item_146
-0.719,0.745,-0.195,-0.064,0.092,0.252,-0.116,0.215,1.578,0.985,0.869,-0.456,-0.889,0.955,0.876,1.473,-0.604,-0.23,-1.639,-0.392,Item_147
0.997,-0.466,0.64,-0.191,0.324,-1.148,0.085,-2.991,-0.187,-1.63,1.206,0.777,0.467,1.521,-0.949,1.747,0.932,-0.237,1.136,-1.106,Item_148
-0.825,-0.609,-0.529,-1.057,1.223,-0.259,0.353,-0.57,-1.821,0.27,-1.912,-0.069,-1.368,1.987,0.911,0.106,1.264,-0.846,0.543,0.2,Item_149
0.264,1.272,0.732,0.289,-1.655,-0.96,-0.123,0.093,-1.13,2.412,1.516,0.602,0.072,-0.212,-0.952,0.077,0.258,-1.242,0.334,-0.155,Item_150
-1.908,-0.86,-0.414,1.888,0.557,-1.335,0.486,-1.547,1.083,-0.471,-0.094,1.326,-1.287,-1.397,-0.584,1.038,-1.519,-2.832,-0.451,0.552,Item_151
1.2,-0.463,-0.411,1.154,-1.87,-0.389,0.19,0.449,-0.51,0.034,-2.488,-0.658,0.454,-0.982,0.059,0.447,-0.343,0.17,-0.963,-0.207,Item_152
0.61,0.157,-0.587,0.224,0.715,-2.05,1.159,-0.336,0.425,1.197,-1.372,-0.709,-0.289,-0.784,1.735,-0.857,-0.556,0.204,-1.202,-0.396,Item_153
0.317,-0.333,-0.093,-0.529,-1.514,0.322,1.755,0.018,0.225,0.693,-1.269,1.703,0.202,1.632,-0.733,1.818,0.775,0.553,0.234,-0.249,Item_154
1.201,0.14,-1.967,-1.117,-0.186,0.31,-0.057,1.219,-1.951,0.144,-1.818,0.76,-0.094,0.42,-0.864,1.279,1.042,0.584,-0.13,0.58,Item_155
-0.707,0.856,1.649,1.071,-0.73,0.361,-1.293,0.572,0.451,-1.87,-1.162,-0.283,-0.301,-1.209,0.389,0.251,-0.194,-0.756,1.049,1.655,Item_156
-0.484,-0.612,0.491,-0.358,-0.139,0.74,-1.909,1.318,0.073,-0.411,-0.089,-0.038,-1.731,1.495,0.041,0.443,0.952,-1.021,0.473,-0.268,Item_157
0.847,-2.127,-0.099,-0.603,0.432,0.47,-0.708,-0.712,-0.111,-0.897,0.842,-0.369,-2.907,-0.375,-1.039,-1.631,-1.237,0.109,1.329,0.313,Item_158
-0.607,0.456,-0.459,-0.695,-1.154,-1.752,-0.39,0.158,-0.097,-0.416,-0.946,0.608,-1.317,0.776,-1.002,-0.752,-1.467,-0.501,0.975,0.516,Item_159
0.978,0.522,-1.104,-0.331,-0.78,1.331,-1.197,0.894,0.893,1.83,-0.41,0.712,2.282,-0.618,-1.535,-1.88,0.713,-1.883,-0.372,0.437,Item_160
0.185,0.425,0.222,1.279,-0.952,-0.677,-0.773,0.83,0.9,0.451,1.183,-1.178,1.667,1.523,0.736,1.782,-1.657,-0.524,-0.735,0.721,Item_161
-1.05,0.757,1.371,0.695,0.284,-0.988,-0.847,1.25,0.779,-0.039,-0.418,-2.026,-1.071,1.911,-1.28,0.189,1.007,-1.255,0.185,0.938,Item_162
0.012,2.868,-1.669,1.059,-0.173,0.772,0.441,-0.733,0.229,-1.858,0.603,0.298,0.639,1.058,0.368,0.148,-0.881,-0.712,1.187,1.436,Item_163
-0.238,0.046,-0.905,1.173,0.665,1.941,-0.878,-0.378,0.231,0.646,-0.216,-0.873,0.881,0.721,-0.916,1.355,1.17,0.134,0.08,0.554,Item_164
-0.862,0.03,-2.152,0.876,-1.561,1.503,-0.33,-0.212,-0.628,-0.288,1.419,-2.488,1.277,0.338,-1.207,-1.075,1.676,-0.946,-1.153,1.137,Item_165
0.339,-0.938,0.217,-1.026,1.101,1.061,0.532,0.362,1.761,-0.0,-1.182,0.449,2.086,-1.015,-0.361,0.416,-0.054,-0.982,1.122,2.32,Item_166
0.196,-0.904,-1.549,0.258,1.104,0.475,-0.002,-0.589,-1.092,0.835,0.914,-1.546,1.59,0.574,1.4,-1.342,-1.366,-0.149,0.503,1.796,Item_167
0.706,-0.243,-1.026,1.23,-0.965,1.628,-0.284,1.591,0.679,-0.137,-0.519,-0.341,0.428,0.077,-0.594,-0.166,0.079,-2.129,0.458,-0.98,Item_168
-1.153,-1.687,-1.794,-1.355,-0.709,1.953,-0.526,0.178,0.4,0.131,-0.077,-1.195,1.451,1.807,-1.683,-1.024,-0.28,-0.965,0.506,-0.728,Item_169
2.165,1.191,0.213,1.027,1.106,-0.564,-0.816,0.078,0.862,0.139,-1.577,-0.803,-0.074,-0.076,1.973,-1.386,0.506,1.489,2.271,-0.404,Item_170
0.491,0.57,0.195,-0.099,0.436,-2.532,0.682,0.126,-0.222,2.047,-0.675,-0.403,1.992,-0.832,-0.55,-0.147,0.841,0.208,-1.293,-0.532,Item_171
-0.607,-0.077,0.426,0.418,-1.776,1.064,0.253,1.385,0.444,1.101,0.467,1.346,0.522,-0.098,2.272,0.889,0.574,-1.276,-1.288,0.293,Item_172
0.146,-0.614,0.141,1.589,0.695,-1.141,-0.112,-0.805,-0.388,-0.414,-0.478,-1.255,-0.128,-0.561,-2.929,2.053,1.089,-0.376,0.019,-1.172,Item_173
1.696,1.897,0.157,1.024,0.175,-1.337,-0.412,0.132,-0.455,-0.219,-0.091,-0.081,0.052,-1.061,-0.717,-1.285,0.978,-2.106,1.154,1.386,Item_174
-0.302,-2.603,-0.361,-0.064,-1.011,-0.515,1.53,0.665,-0.925,-1.598,-0.327,-0.213,0.496,-0.535,0.511,1.935,0.816,-0.048,-0.183,-0.357,Item_175
1.181,-0.627,0.045,0.051,-0.502,-1.372,0.323,-0.061,0.5,-0.534,1.221,-0.877,1.712,-1.748,0.435,0.475,-0.796,0.424,1.28,-2.217,Item_176
0.503,-2.493,-0.966,1.629,-0.582,-1.174,-0.198,2.068,-1.832,-1.051,1.497,1.858,-0.103,-1.239,2.096,1.594,0.679,-0.812,-0.049,-0.16,Item_177
0.331,1.451,0.879,-1.077,1.376,0.313,0.687,1.467,-1.112,-0.036,-0.531,-1.568,0.347,2.512,-1.84,-0.032,0.641,0.123,-0.113,-1.299,Item_178
0.233,-0.757,-2.19,1.195,0.958,0.052,0.229,1.074,0.224,0.904,-0.297,1.312,0.321,0.194,-1.27,0.287,-0.832,-0.638,-0.815,-1.066,Item_179
2.125,1.331,1.92,-1.223,0.071,-1.294,-0.696,-0.918,1.24,-0.396,1.068,0.604,2.304,-1.479,1.259,1.146,-0.973,1.007,0.336,-0.227,Item_180
-0.824,-0.719,2.05,0.001,0.782,-0.791,-0.78,1.082,-1.35,-0.415,0.034,0.111,-0.179,0.396,0.693,0.735,-0.986,-0.284,1.195,0.895,Item_181
-1.373,0.351,-1.978,0.047,1.898,-0.948,-0.834,0.764,-1.543,-0.633,0.596,-0.634,-0.236,0.744,0.422,0.267,-0.339,0.37,-0.124,0.458,Item_182
-0.497,-0.183,-0.99,-0.035,-0.811,-1.114,0.259,0.213,0.783,-0.431,0.408,0.551,0.445,-0.826,0.149,0.364,0.007,-2.086,0.16,2.213,Item_183
-0.36,-0.728,0.373,0.312,1.193,-1.258,0.731,0.59,-0.142,0.339,1.029,0.872,-1.143,0.82,-0.065,0.073,0.073,-0.15,1.192,-0.084,Item_184
-1.12,-0.394,0.179,1.229,0.603,-0.851,2.485,0.265,1.275,-0.152,0.533,0.839,1.218,1.057,0.872,-0.315,-0.572,0.333,0.933,-0.223,Item_185
1.065,1.453,-0.916,-0.837,-0.14,0.308,-0.525,1.352,0.424,0.039,-1.436,-1.316,0.281,-2.133,1.013,-0.158,3.243,2.308,-0.181,-0.106,Item_186
0.996,1.703,-1.638,-1.786,-0.622,0.583,0.497,1.07,-1.2,-2.316,0.858,-0.828,-2.018,0.145,0.793,-0.122,-0.458,-0.159,-0.371,-1.348,Item_187
-0.715,0.521,0.322,0.168,-0.995,-0.182,-2.177,0.178,1.429,-1.474,-0.586,0.329,1.253,-0.448,-0.692,-1.969,0.103,2.042,0.277,-0.022,Item_188
0.322,-0.011,-0.813,0.823,0.226,0.018,-0.975,1.304,0.665,-0.553,1.002,-0.498,-0.782,-0.76,-1.771,0.472,-1.831,-1.228,-2.076,-0.086,Item_189
-0.15,-0.327,-1.043,-1.172,0.464,-0.551,0.316,-0.885,0.181,1.303,0.586,-0.412,0.257,-0.241,0.008,-0.326,-0.164,0.212,-0.993,-1.016,Item_190
-1.389,-1.6,-1.217,0.159,-0.893,0.514,0.035,-1.969,0.655,0.811,-0.994,0.42,-0.856,0.098,-1.264,-1.793,-0.383,-0.124,-0.398,-1.184,Item_191
-0.4,0.269,-0.045,0.183,-0.67,1.172,-1.176,0.488,1.182,0.481,-0.203,-0.528,1.036,-1.423,-0.97,-0.398,1.238,0.38,-0.968,-0.31,Item_192
-0.614,-0.71,0.979,-1.372,1.609,0.828,1.091,-0.463,-0.15,-1.433,-0.525,0.494,1.296,-1.107,-0.366,-0.151,-1.396,0.591,-0.724,-0.195,Item_193
-0.452,-0.789,-0.007,-0.216,-0.372,-0.728,0.32,1.654,0.14,0.996,-1.39,0.158,-1.097,-1.477,-0.739,1.192,0.95,0.243,-1.533,-0.196,Item_194
0.302,0.176,-1.844,-0.89,-0.064,0.536,-2.196,-0.162,0.143,0.85,0.693,0.583,-0.8,-1.908,-0.393,1.002,1.393,0.711,0.429,0.38,Item_195
-0.556,-0.13,1.669,-0.943,1.615,-0.322,1.325,-1.407,0.586,-0.737,-1.415,0.219,1.009,-0.845,-1.499,-0.092,-0.087,0.548,0.95,-0.059,Item_196
1.856,0.224,-0.346,-1.612,-0.263,-0.336,0.96,0.462,-1.179,0.172,0.672,1.528,0.888,0.761,0.06,0.388,1.25,-1.333,-0.349,-0.773,Item_197
0.379,1.23,-0.597,-2.39,-0.412,0.913,0.538,0.428,-0.28,-1.279,0.515,-0.834,2.184,0.571,-0.581,-0.611,-0.093,-0.24,1.117,0.186,Item_198
-0.732,1.89,0.049,0.769,-0.608,0.363,0.311,-1.89,2.015,1.291,-0.397,-1.102,0.348,0.087,0.356,0.192,0.506,1.447,0.568,-1.05,Item_199
1.363,1.641,3.152,-1.123,0.243,-2.082,0.553,-0.548,1.923,-0.775,-1.689,-0.471,-1.975,0.751,-2.065,0.028,-2.078,-0.32,1.643,0.361,Item_200
-0.863,-0.031,0.018,0.473,-1.367,0.593,-2.704,-0.63,-0.488,0.633,0.023,-1.406,-0.985,0.199,-0.079,-0.579,-0.481,0.696,-0.518,-0.088,Item_201
2.17,-1.424,-1.852,0.784,-0.679,-0.318,-0.781,-0.26,1.599,0.802,0.862,-1.416,-1.151,-2.839,-0.809,0.957,0.517,-0.222,-0.022,-0.689,Item_202
0.205,0.766,-1.616,0.3,0.932,-0.415,0.701,2.815,-0.104,0.393,-0.738,0.181,0.46,0.195,-1.02,0.206,1.462,0.449,0.962,-0.237,Item_203
0.75,0.279,-0.951,0.319,-0.992,-0.633,0.189,0.297,-1.189,1.054,0.572,-0.705,-1.538,-0.145,-0.446,0.113,-0.363,-2.007,-0.388,-0.306,Item_204
0.634,-0.698,1.679,-1.912,1.311,-0.224,0.86,0.08,1.14,-0.387,-1.099,1.421,-0.113,0.222,1.235,-1.032,0.595,-0.59,-0.132,0.072,Item_205
-1.5,-0.779,1.351,0.886,-0.063,0.243,-0.294,1.357,-0.2,0.232,1.146,-0.777,1.559,-1.53,1.63,-0.373,-0.243,-1.89,-0.455,-1.04,Item_206
-0.608,-0.137,0.958,0.208,0.308,-1.096,-0.881,1.799,-0.735,1.656,-0.243,0.002,1.07,1.272,-0.111,-0.388,-0.056,0.338,0.891,0.004,Item_207
0.619,1.638,0.381,0.312,-1.519,-2.631,0.388,-0.095,-0.515,0.244,-0.06,1.128,0.086,-0.747,0.99,-0.217,0.527,-0.477,-0.65,0.084,Item_208
0.013,0.48,-0.269,-1.836,-0.433,0.794,-0.297,-0.246,0.986,-0.712,-1.543,-0.161,-0.484,-0.966,-0.175,0.492,-0.009,0.307,1.813,-0.343,Item_209
0.278,-0.509,-0.846,-0.585,-0.479,0.359,2.349,-0.716,-0.417,-0.063,0.396,0.264,1.284,-2.426,-2.387,-0.496,1.097,-1.566,-3.008,0.571,Item_210
0.244,-1.09,-0.986,-0.97,0.111,-0.626,0.494,-2.855,-0.857,-1.126,-0.256,-0.538,0.798,-1.859,0.045,0.558,1.857,-0.482,0.324,-1.804,Item_211
-2.392,0.845,-0.006,1.179,-1.373,0.52,1.869,0.42,0.277,0.009,-1.571,1.356,-0.611,0.504,-1.563,-1.179,1.435,-0.347,1.453,-0.078,Item_212
-1.842,0.892,-0.59,0.699,0.025,-1.543,0.164,2.196,0.493,-0.058,1.075,0.211,0.21,-1.092,0.234,1.035,-0.836,1.424,-0.092,-0.888,Item_213
0.998,-0.287,0.76,-0.292,-0.06,0.494,0.291,-1.996,-1.121,0.929,-0.132,-0.524,-1.359,-1.08,-2.022,-0.101,-0.598,-0.967,-0.068,0.364,Item_214
2.093,-1.512,1.159,0.973,-0.779,0.203,-0.458,0.186,1.509,0.606,0.509,-0.43,-1.484,-0.208,1.207,-1.527,-1.055,0.126,-0.985,-0.793,Item_215
-0.424,-1.366,-0.974,0.703,-1.307,-1.598,-0.63,0.732,-0.197,-0.465,0.044,-1.746,0.495,0.383,-0.409,1.006,-1.127,1.128,0.154,-0.337,Item_216
-0.02,-0.107,1.22,-1.077,-0.763,1.036,-0.596,0.901,1.699,-0.402,0.681,-1.154,0.755,0.199,0.473,-0.646,-1.661,0.503,-2.063,-0.317,Item_217
0.941,0.192,1.948,1.025,-0.654,0.027,-0.047,-1.582,-0.94,-0.561,-2.036,0.047,-0.249,-1.673,0.404,0.716,0.227,-0.324,0.591,0.68,Item_218
0.307,-0.825,0.277,1.195,-0.597,2.098,-0.526,0.032,-0.672,0.223,-1.742,-0.546,-1.092,0.135,0.994,0.646,-2.372,2.042,0.295,-0.776,Item_219
0.157,0.176,-0.667,0.198,-0.607,-0.404,-0.686,-1.433,0.146,0.585,0.515,0.82,0.324,-0.533,0.84,-1.358,-0.901,-0.964,1.08,0.943,Item_220
0.487,1.072,-0.879,0.349,-0.125,0.847,-0.115,-0.385,0.541,0.876,-0.668,-0.061,-1.058,-2.498,0.2,0.609,0.262,-1.95,-0.351,-2.218,Item_221
1.37,-1.086,1.255,0.946,-0.901,-1.133,0.35,-0.844,0.102,-0.483,-1.781,-2.23,0.227,-0.562,-0.553,0.696,1.173,-0.273,-0.341,0.5,Item_222
-1.357,0.223,0.552,0.68,-1.937,-0.761,-0.878,0.1,0.481,1.497,-0.495,-0.498,1.15,0.297,1.268,0.289,-1.157,-1.333,-1.552,0.662,Item_223
1.189,1.849,0.843,1.163,-0.58,-1.156,0.85,0.418,0.107,0.387,0.323,1.284,1.295,0.544,0.846,0.514,-0.461,0.757,-1.394,1.054,Item_224
-1.195,0.286,-0.845,0.553,-0.034,-1.595,0.421,-0.578,0.881,0.001,0.395,-0.958,-0.589,-0.459,0.857,1.677,-0.805,1.077,-2.17,-1.194,Item_225
-0.959,-1.353,-1.584,0.413,-0.214,0.379,0.69,0.266,0.658,-0.07,-1.187,1.058,-0.589,-0.936,-0.178,-0.913,-0.417,0.344,0.348,-0.898,Item_226
-0.488,1.074,0.496,2.075,1.18,1.144,-1.388,0.764,-0.053,-0.551,0.168,0.945,0.501,-0.878,0.742,-0.638,0.217,-0.303,-0.219,0.766,Item_227
-1.04,1.945,-1.821,-0.598,0.37,0.584,-0.1,-0.057,0.411,-0.231,1.393,0.839,0.873,-0.966,-0.079,-0.3,-1.006,0.36,-0.538,0.655,Item_228
-1.07,1.719,-0.896,0.219,0.792,-0.571,0.852,-1.229,1.452,0.014,-0.596,-0.299,0.809,-0.584,-0.749,-0.222,-1.177,1.821,-0.566,0.832,Item_229
0.209,-0.985,-0.006,0.784,-0.188,1.193,1.022,0.919,-0.46,-1.08,-0.614,0.196,0.546,-2.172,-0.008,0.158,-0.278,1.291,0.422,1.31,Item_230
-0.216,0.937,1.635,1.312,-1.092,-0.254,-0.345,0.489,0.686,-0.839,0.068,-2.02,1.442,-0.512,0.056,-0.31,1.146,-2.838,-0.017,-0.106,Item_231
-0.454,1.726,-0.887,0.772,0.356,1.262,-0.667,-0.733,1.096,0.425,-1.545,-0.539,0.386,0.838,-0.679,-2.914,0.523,-1.22,-2.017,-2.832,Item_232
0.814,0.129,-0.226,1.389,0.637,1.616,-1.393,-0.035,-1.617,-0.229,-0.249,0.627,0.046,0.623,0.703,2.155,-0.315,-0.941,0.246,-0.802,Item_233
1.482,-0.283,-0.566,-0.471,0.718,-0.158,-0.642,1.665,-0.856,0.036,0.652,-1.631,0.48,-1.055,0.823,-0.963,0.693,1.106,0.861,0.251,Item_234
-0.231,-0.576,1.471,-0.699,-1.037,0.665,-0.796,-0.95,-1.444,-0.483,-0.083,0.243,0.951,0.527,-0.191,-0.198,0.51,1.273,0.126,-0.469,Item_235
-0.993,-1.445,0.666,0.578,0.577,-0.129,1.407,-0.484,0.955,-0.039,-0.608,0.593,0.41,0.357,0.081,-0.038,2.388,1.184,0.723,0.112,Item_236
1.007,0.518,0.026,-0.304,-0.081,-3.17,0.211,-0.488,1.593,0.019,-1.189,-0.05,-1.046,0.473,0.291,0.958,-0.791,0.034,-1.365,0.701,Item_237
0.519,0.496,0.002,0.415,1.604,-0.285,0.139,-1.086,-0.868,0.098,1.104,-0.256,-0.236,-0.407,-0.535,0.295,-1.497,1.281,-0.665,0.722,Item_238
-1.27,0.669,0.672,0.384,-0.994,0.25,-1.183,-0.253,1.029,0.797,0.015,-0.975,0.646,0.019,-2.32,0.783,-0.024,1.202,-1.095,-3.177,Item_239
0.279,0.292,-1.691,-0.978,2.755,-0.306,0.731,-0.651,-2.09,-0.17,-0.266,-0.4,-0.115,0.264,-0.15,-1.264,0.486,-1.949,-2.05,0.739,Item_240
0.507,-0.057,-1.395,-0.708,-0.263,-1.596,-0.739,0.652,1.427,-0.419,0.756,-1.914,0.659,-0.804,0.307,-0.248,1.32,-0.874,0.628,-0.28,Item_241
-0.158,-0.184,-0.846,-0.014,-0.063,0.241,0.085,0.798,0.924,-1.051,0.869,-1.186,0.588,0.62,-1.911,0.093,-0.468,-0.759,1.351,-0.654,Item_242
-0.806,0.076,0.686,-0.142,1.166,0.531,-2.178,-0.529,-0.562,0.479,-2.625,2.549,0.531,0.149,1.182,2.344,0.871,0.949,0.131,-0.142,Item_243
-0.476,-0.826,-0.687,-1.351,-0.076,-1.685,0.191,-0.036,0.147,-0.522,3.077,1.36,-1.245,0.233,-0.608,-1.014,-1.34,0.432,-0.681,0.968,Item_244
0.994,1.374,-0.852,0.475,0.632,-0.474,-0.772,1.61,0.227,0.636,-0.822,-1.219,-0.569,-0.124,-1.064,-0.01,-1.689,-1.12,0.671,0.604,Item_245
-0.392,-1.018,-1.027,-0.373,0.645,0.928,-0.497,-1.153,0.268,-0.824,-0.518,1.325,0.827,0.158,-1.272,0.211,1.063,-0.376,1.351,1.293,Item_246
1.664,0.305,0.587,1.414,0.447,-0.501,-0.449,0.239,-1.291,-0.143,1.097,-2.191,1.534,1.122,-0.46,0.543,0.003,1.23,0.983,-1.4,Item_247
0.587,-0.206,0.083,-0.728,1.748,1.04,-0.74,-1.335,-0.386,0.435,0.24,1.253,0.79,0.97,0.327,-1.389,-0.196,1.06,-0.052,0.503,Item_248
-0.319,-1.03,-0.123,0.309,-0.656,-0.236,-0.939,1.119,-0.294,1.453,1.529,-0.081,-1.008,-2.086,-1.472,-1.374,1.378,0.116,0.39,-2.22,Item_249
-1.198,0.887,0.287,-0.147,0.565,1.636,-0.221,0.069,0.193,2.392,-2.099,0.683,-0.115,0.567,-0.657,-0.049,0.711,3.113,0.808,-0.848,Item_250
-0.424,-0.453,-1.796,-0.33,0.733,-1.274,1.048,0.488,-0.734,-0.142,1.598,0.734,0.009,-0.238,0.077,-0.512,-2.105,2.042,0.155,0.398,Item_251
-0.058,-0.735,-0.186,-1.599,2.277,-1.235,-1.032,-0.44,1.288,0.015,-1.236,1.254,0.731,0.538,0.716,2.394,2.185,-0.687,1.624,0.383,Item_252
0.499,-1.692,-0.17,-0.813,0.828,1.071,-2.074,-0.022,1.122,-0.187,0.729,0.351,0.342,-0.271,-1.217,-1.122,0.709,0.019,-0.139,-0.424,Item_253
-0.305,1.047,-0.335,-1.341,0.744,-0.205,0.031,1.608,-0.021,0.289,-1.179,-0.22,0.61,-1.555,0.201,0.101,0.041,1.037,0.334,1.478,Item_254
-0.994,0.136,0.084,-1.069,0.956,2.325,-0.017,0.505,0.085,-0.714,-1.821,-0.706,-1.392,1.704,-0.115,-0.346,0.889,-1.122,-0.767,0.068,Item_255
1.029,0.502,0.248,0.078,0.4,0.202,-1.03,0.046,-1.074,0.081,-0.481,2.539,-0.04,-1.404,-0.134,0.519,1.673,-0.589,-1.582,0.817,Item_256
-1.381,-0.436,-0.258,-0.07,0.689,-0.684,-0.274,-0.014,0.15,0.098,0.436,0.844,0.393,0.454,-1.582,0.05,0.48,0.729,-0.692,-0.659,Item_257
-0.574,0.536,1.034,-0.407,0.908,0.123,-0.124,-0.211,0.747,0.326,2.276,-0.852,0.518,-0.529,-0.869,-0.011,0.137,2.918,-0.184,-1.13,Item_258
0.273,-2.075,-0.092,0.016,0.795,0.974,-0.504,-0.151,-0.766,-1.128,0.31,-1.274,-0.415,-0.995,0.55,1.801,-1.302,-1.853,-0.125,0.016,Item_259
0.219,-0.446,-0.201,0.368,1.04,-1.955,-0.369,0.214,-0.918,1.731,-0.635,-0.041,0.556,-0.591,-1.847,-0.429,1.029,-0.337,-0.846,0.926,Item_260
-0.331,-0.51,0.149,0.771,2.382,0.827,1.16,-0.506,-1.026,0.062,0.107,-1.079,-0.175,0.399,0.36,0.504,0.291,-0.507,-0.514,-1.199,Item_261
1.785,0.013,-0.225,-0.929,2.936,-1.073,-0.429,0.416,0.6,0.958,1.808,0.506,-1.056,-0.257,0.308,2.068,-1.398,1.203,0.18,0.838,Item_262
-0.102,-0.842,0.751,0.654,0.972,-0.013,-0.6,-1.559,0.819,0.424,-0.966,-0.539,-0.467,-1.483,-0.818,-1.134,-0.412,-0.739,-1.627,2.023,Item_263
1.253,-0.779,0.272,0.417,1.191,-0.819,1.092,-0.548,-1.336,0.724,1.291,2.588,-1.2,0.699,-0.41,0.783,-1.47,-1.263,-0.776,0.079,Item_264
-0.641,0.659,1.027,0.6,1.619,0.416,-1.217,1.363,-0.605,0.91,1.574,0.457,-1.496,-0.918,1.323,-0.169,0.08,0.759,0.696,0.279,Item_265
-0.209,-0.313,0.858,0.554,-0.257,1.082,-0.129,-0.852,-0.759,-0.979,-0.272,1.234,-0.805,0.188,-0.657,-0.26,-1.51,-0.221,-0.194,0.54,Item_266
0.223,-1.198,1.084,0.21,0.198,-0.009,-0.518,0.218,0.476,-1.747,-0.539,-0.255,0.256,1.193,-0.772,-0.498,-0.513,-0.802,-0.347,0.771,Item_267
-1.054,0.428,-1.702,-0.561,-0.329,1.675,-0.275,-2.201,-1.999,0.034,0.614,0.375,0.168,1.162,-0.54,0.895,-1.632,-0.905,-1.807,-0.275,Item_268
-0.046,0.114,0.062,-0.928,-0.19,-1.497,1.363,-0.304,-0.489,1.589,-1.242,-1.126,-1.096,-0.068,0.432,0.74,2.572,-2.249,0.609,-0.557,Item_269
-0.586,-0.62,-0.909,1.685,0.842,0.023,1.351,-1.513,-1.331,-2.178,-0.699,0.162,0.103,0.149,-1.411,0.803,0.24,0.733,-1.893,0.311,Item_270
-1.188,-0.397,0.534,0.091,-0.852,0.006,-1.532,1.15,-0.205,1.119,-0.527,-0.524,-0.764,0.876,-0.709,0.645,-0.382,-1.976,-0.57,-1.179,Item_271
0.034,-1.19,0.926,-0.091,-0.178,0.656,0.964,-0.02,-0.771,-1.774,-0.686,-0.617,0.107,-0.345,0.688,-0.613,-0.057,1.184,0.342,-0.06,Item_272
-0.602,-0.633,-0.851,-0.541,0.756,-0.222,-1.35,1.768,0.32,-1.407,-0.442,0.111,1.705,-1.108,0.976,1.399,-0.629,-0.278,-1.036,-0.203,Item_273
-0.037,0.66,1.09,-0.748,-1.967,-0.021,0.294,0.249,-0.327,0.125,1.515,0.382,-0.373,-0.5,-0.17,1.637,-0.183,-0.02,-0.482,1.099,Item_274
1.96,0.451,0.083,0.037,-2.384,0.745,0.134,0.428,-0.711,-0.384,-0.411,1.022,-0.379,2.083,0.431,-1.276,-0.129,-0.652,-2.194,1.599,Item_275
0.703,0.533,0.165,-1.382,-0.484,0.842,-1.051,-2.532,-0.227,-0.142,0.136,0.729,0.638,0.259,1.196,-1.519,0.505,0.627,-1.24,-1.503,Item_276
-0.746,-0.662,0.753,-0.615,-0.856,-0.612,1.119,0.013,-0.179,-0.11,1.292,-0.749,1.316,0.21,-0.16,2.501,-1.056,-0.354,-1.232,0.952,Item_277
1.689,1.67,1.224,-0.198,-0.365,-1.671,2.036,0.469,-0.492,1.328,-0.973,0.407,-0.173,0.639,-0.064,-1.451,0.076,1.049,-0.029,0.775,Item_278
-1.046,-0.026,-0.625,0.747,0.031,0.69,1.088,0.692,0.273,-0.998,-0.003,-0.533,-0.344,-0.375,-0.98,-1.957,-0.668,0.193,-1.348,0.016,Item_279
1.9,1.023,1.644,0.391,1.168,-0.724,-0.644,-2.739,1.186,1.54,-0.553,-0.254,-0.754,0.383,1.125,-1.743,0.409,-0.277,0.113,0.459,Item_280
-0.188,-0.104,-0.214,0.97,0.419,0.221,-1.271,-0.379,0.899,0.038,0.66,1.767,1.039,0.093,-0.511,-2.554,-0.168,-0.326,0.39,-0.154,Item_281
-0.32,-1.779,-0.94,0.477,1.716,-0.098,0.328,0.952,-0.811,0.367,-0.74,0.865,0.151,0.298,-0.783,0.707,2.085,-1.008,-0.34,0.232,Item_282
0.786,-0.56,-2.833,1.359,0.761,-1.743,-0.608,1.568,1.448,0.939,-0.176,0.083,-0.131,1.128,-0.876,-0.806,1.01,-0.044,1.378,-0.672,Item_283
-0.055,-0.922,0.007,-1.479,-0.488,-1.436,0.694,0.717,-1.73,1.334,2.497,0.046,-0.641,2.824,-1.319,0.02,0.18,1.345,0.36,-0.499,Item_284
-0.951,-0.342,-1.007,0.048,-0.564,-1.494,1.255,-0.498,-1.268,-0.168,0.068,-1.746,0.332,-1.047,1.711,0.524,-0.4,-0.745,-0.105,0.613,Item_285
-0.025,-0.217,0.058,-0.604,-0.343,-2.086,0.974,0.299,-0.773,1.899,0.087,-1.036,0.857,0.398,0.395,-0.426,0.45,-0.262,0.556,-1.905,Item_286
-0.434,1.722,-0.767,-0.604,-0.448,-1.215,-2.208,-0.231,0.136,-0.053,-0.145,0.043,1.023,-0.19,-0.574,-0.281,0.579,1.412,-0.628,0.099,Item_287
0.338,-0.993,0.02,-1.466,-1.769,0.367,-0.384,0.202,-0.018,-0.976,-0.045,-1.233,1.391,-1.356,-0.196,-1.042,0.57,-0.331,-0.519,0.853,Item_288
0.029,0.517,-0.981,-1.405,0.107,-0.319,0.626,-0.08,0.205,-1.623,1.888,-0.164,0.698,-0.836,0.308,-1.303,0.452,-0.356,0.029,0.698,Item_289
-1.233,-0.684,0.457,2.098,-0.138,0.591,-0.107,1.942,-1.747,0.095,-1.626,-2.507,0.297,0.139,-0.285,-0.106,3.098,-0.258,0.51,-0.649,Item_290
0.295,-0.238,-0.411,1.819,1.177,0.137,-2.304,-0.361,2.703,-0.231,1.103,1.442,0.219,-0.842,-2.435,0.684,-0.815,0.176,-1.25,-0.265,Item_291
