attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,item_name
0.338,-0.647,0.43,0.431,-0.987,-0.901,0.512,0.023,-0.22,0.658,0.732,-0.53,-0.852,-1.262,0.033,-1.423,0.099,1.217,-0.353,-0.536,Item_1171
1.998,1.51,-0.765,0.139,0.329,0.204,1.815,0.087,0.237,0.689,1.19,0.937,0.538,-1.559,-0.488,0.819,0.25,0.826,1.887,-1.177,Item_1172
1.138,-0.33,0.935,-0.041,2.127,0.13,-0.641,0.42,0.324,1.138,0.448,2.475,-0.111,-0.1,-0.604,0.086,0.231,0.281,0.067,-0.61,Item_1173
-0.882,-0.375,1.142,1.357,-0.077,-0.942,-0.081,2.092,0.999,0.551,0.963,1.541,-1.153,-0.392,-0.529,0.587,0.16,0.756,-0.507,1.372,Item_1174
-0.069,0.695,1.195,1.115,0.361,0.819,1.742,0.514,-0.73,0.583,-0.037,-2.348,0.462,0.117,1.156,-0.75,-1.506,0.169,0.38,0.094,Item_1175
0.021,-1.069,-0.139,-0.348,1.073,0.379,-0.278,1.724,-0.269,0.558,-0.167,1.631,0.087,0.116,-0.14,0.197,1.2,0.846,0.028,1.701,Item_1176
0.873,-0.438,-1.38,-0.415,0.413,0.597,1.359,-1.095,-0.439,-1.178,-1.339,-0.628,0.367,0.771,-0.948,-0.809,-1.78,0.214,-0.732,1.663,Item_1177
0.41,-0.171,-0.641,-1.495,-1.368,-0.622,-0.699,-0.999,0.377,0.514,-0.459,1.935,-1.747,0.058,-0.219,-0.551,-0.698,-0.007,-0.226,-0.392,Item_1178
-1.299,-1.618,-0.289,-0.402,-0.197,-0.109,-0.523,-0.212,-0.854,1.524,-0.8,-0.371,-0.724,-0.741,0.025,-0.102,-0.459,-0.283,-0.72,0.402,Item_1179
2.055,-0.875,0.394,0.045,0.669,0.697,0.205,-0.04,-0.434,-0.765,-0.097,-1.285,-0.594,1.107,0.099,0.893,1.47,-0.177,0.207,-0.302,Item_1180
-0.813,-0.953,0.843,0.209,1.847,0.972,-0.731,0.84,-0.305,1.217,-0.486,-1.052,-0.796,-0.745,-0.84,-0.573,0.857,1.796,-1.33,1.264,Item_1181
-0.478,0.348,-1.654,0.524,-2.005,0.314,0.257,0.191,-0.735,0.55,0.391,-0.21,0.672,-0.096,0.529,-0.126,0.217,0.575,-0.398,-1.234,Item_1182
0.276,1.189,0.299,0.318,-0.042,0.739,-0.186,-0.454,1.105,-0.531,0.889,1.106,0.567,-1.249,0.027,-0.202,-0.496,0.143,0.769,-0.459,Item_1183
-0.171,-0.241,1.164,-0.257,-1.234,-1.573,0.363,-0.761,0.669,-1.331,-0.539,-1.331,0.435,0.649,0.339,-1.086,-0.746,0.234,-1.688,-0.241,Item_1184
1.517,-0.18,-1.489,-0.607,-0.631,2.14,1.666,0.731,-0.343,1.201,-1.133,1.077,0.928,-0.151,1.139,-0.447,-1.265,0.978,-0.085,0.602,Item_1185
1.821,-0.722,-0.143,1.57,0.669,-0.7,-0.955,-0.528,-0.738,0.237,0.078,0.279,-0.841,-0.071,-2.056,0.145,1.175,-1.425,0.483,-0.611,Item_1186
0.803,0.159,0.405,0.065,1.328,0.347,-0.705,0.099,-0.369,0.162,-0.42,-0.677,0.199,0.056,1.064,-0.415,-1.981,-0.364,-1.626,0.416,Item_1187
-1.674,-0.988,-0.362,1.544,-1.073,0.012,0.58,1.484,0.778,1.094,0.864,-1.209,0.36,0.849,-0.957,-0.58,-0.803,0.773,-0.069,-0.321,Item_1188
-1.282,-0.067,-0.568,0.243,-1.143,0.178,-0.439,-1.249,-1.327,-1.177,-0.206,0.121,0.27,0.308,-0.759,1.058,-0.442,0.45,-0.164,0.376,Item_1189
-0.214,0.394,-0.007,0.814,-0.819,-1.77,-0.973,1.069,-0.155,0.092,-1.054,0.066,-1.023,-0.876,-0.402,0.445,0.552,0.579,-1.588,-0.007,Item_1190
-0.197,-1.532,0.016,-0.25,0.512,0.081,-0.549,0.926,-2.221,-0.064,-1.763,-0.912,0.525,-1.274,-1.424,2.382,-1.359,1.651,-0.172,-0.525,Item_1191
0.567,1.337,-1.146,-0.51,0.847,0.288,1.102,0.515,1.808,0.179,0.222,0.322,-0.142,0.848,0.237,0.788,0.944,0.428,0.502,-1.01,Item_1192
-0.55,0.843,1.424,-1.94,-0.568,0.024,-0.879,-0.823,0.475,1.581,-2.032,-0.17,0.463,0.78,0.319,1.761,0.029,1.312,-0.646,0.058,Item_1193
-1.213,0.901,-0.12,0.358,-0.313,0.586,0.397,-0.995,-0.937,-0.028,0.66,1.863,0.303,1.008,-1.613,2.013,0.606,-0.05,-0.165,-1.107,Item_1194
-0.821,1.91,-0.989,-1.008,-0.702,-1.198,0.015,1.089,-0.61,-1.373,0.292,-0.056,1.003,-0.455,-0.26,-0.15,0.089,-0.393,-0.555,-1.85,Item_1195
-0.565,0.715,0.85,-0.471,1.299,-0.029,-1.338,-1.652,1.218,-0.373,-1.214,-2.259,-0.396,0.405,-0.698,-1.053,-0.549,1.243,-1.393,-0.642,Item_1196
1.211,0.494,0.179,-0.648,0.031,-0.538,-0.859,-1.08,0.784,-0.06,0.315,0.152,0.441,-0.255,-0.482,-0.815,-1.414,-1.122,-0.365,-1.603,Item_1197
-1.382,1.042,0.224,-0.452,2.272,-1.648,0.976,-0.111,0.785,0.109,-1.872,0.095,0.336,-2.192,1.944,0.311,0.672,-1.166,0.691,1.09,Item_1198
0.254,-0.009,-0.894,-0.216,-0.512,0.572,-0.85,0.565,-0.839,-0.262,0.616,-0.704,0.651,0.553,-0.271,1.162,0.078,1.102,1.793,-0.241,Item_1199
0.645,-0.638,-1.033,-0.195,-1.363,-0.938,0.591,-0.514,0.711,0.299,1.851,0.524,1.114,0.402,0.311,1.165,0.669,0.21,0.206,0.538,Item_1200
-0.671,-0.714,1.425,1.864,-0.929,-0.669,1.143,0.534,0.676,0.897,-0.241,0.33,0.252,-0.858,0.315,1.238,-0.334,0.153,0.207,-0.285,Item_1201
0.677,-0.68,1.333,0.626,-0.937,1.698,0.168,-0.723,1.105,0.495,-1.772,-0.526,0.279,-2.16,0.085,0.158,-1.183,0.271,0.007,-1.191,Item_1202
0.92,0.838,-0.29,-0.199,0.726,-0.201,-1.931,0.487,-0.813,-0.39,1.458,-0.134,0.002,0.51,0.505,-0.919,-0.06,0.036,0.272,0.289,Item_1203
2.587,-1.176,0.98,1.183,0.493,-0.65,1.665,-2.192,-0.683,1.172,-0.37,1.596,-1.512,-1.112,-0.532,0.417,-0.222,-0.49,1.42,1.513,Item_1204
-0.414,-1.71,-2.157,0.239,0.656,0.063,-0.071,-0.805,0.655,1.678,-2.217,-0.078,-0.97,-1.49,-1.13,0.38,0.405,1.46,0.009,-1.758,Item_1205
-0.238,-1.386,-1.207,0.581,0.194,0.588,-0.357,0.791,-0.413,1.117,0.345,-0.207,0.212,-0.018,1.596,0.245,-0.002,-0.238,0.843,0.708,Item_1206
-0.274,-1.156,-0.902,-0.184,1.349,-0.25,-0.594,-1.761,1.514,0.569,0.796,0.962,-0.165,0.085,1.489,0.18,0.588,0.871,0.643,-0.128,Item_1207
-0.034,0.778,0.776,1.168,0.551,0.597,-0.446,-0.581,0.781,-0.574,-0.021,1.379,1.221,0.302,-0.296,-0.123,0.868,-0.036,-0.558,1.216,Item_1208
0.182,-0.577,0.479,0.971,-1.008,-0.2,-0.247,0.452,0.632,-0.551,-1.493,1.032,-1.12,0.271,-0.132,0.162,1.651,3.038,-1.633,0.984,Item_1209
-0.156,1.048,0.957,1.41,0.285,-0.89,0.928,0.118,-0.234,-0.476,1.006,1.603,-1.195,0.622,-0.372,-1.467,0.148,-0.833,-1.578,-0.782,Item_1210
-1.028,-0.647,-1.326,-0.395,-0.713,0.376,0.594,0.26,-0.235,-0.262,-0.837,-0.813,0.704,-1.76,-0.081,-0.324,0.599,-1.425,0.012,0.343,Item_1211
-1.905,-1.074,-0.092,0.514,0.182,0.56,-1.079,-1.589,0.085,-1.229,-0.865,0.932,0.189,-0.568,-0.698,0.621,0.212,-1.215,-1.948,1.882,Item_1212
-1.222,0.528,1.511,0.148,-0.6,-1.426,-1.44,0.377,1.451,-0.395,-0.556,0.697,-0.686,0.274,0.042,-0.409,-0.016,1.763,0.605,1.093,Item_1213
-0.919,1.096,0.639,-1.5,0.54,-0.513,-1.546,0.13,0.539,0.152,-0.109,-0.331,2.467,-1.183,0.873,0.015,-0.854,-0.048,-1.393,-0.595,Item_1214
-0.047,-1.551,0.506,-0.964,-1.452,-1.08,2.176,-1.978,0.436,-0.752,-0.35,0.604,0.555,-0.681,-1.358,0.622,0.552,-0.285,0.442,-0.446,Item_1215
-0.827,0.004,0.519,0.309,0.509,-0.761,1.582,-0.342,-0.119,-1.319,-0.194,0.532,0.763,1.562,0.52,0.277,-0.446,-0.662,0.97,0.951,Item_1216
-1.077,0.723,0.65,-1.114,0.54,-1.05,-2.429,-0.16,0.258,-0.115,2.867,0.379,0.147,0.43,-0.441,0.929,0.361,0.315,-0.624,-1.564,Item_1217
-0.501,0.283,-0.445,0.292,-0.232,0.431,-0.977,0.193,-0.641,-1.538,-0.165,1.536,-1.459,0.119,0.798,2.3,-0.493,-0.632,-1.167,1.141,Item_1218
-0.867,-0.371,-1.849,0.884,1.158,0.846,-1.605,0.607,-1.673,0.058,0.205,0.31,0.535,-0.008,-1.962,0.535,0.098,-0.903,-1.569,1.54,Item_1219
1.231,0.706,-0.676,-2.517,0.765,0.367,-0.375,1.125,0.848,0.176,0.035,0.051,0.68,-0.857,0.426,-0.921,1.337,0.532,-0.688,0.081,Item_1220
-0.854,1.504,1.623,0.696,1.557,0.152,0.764,1.225,-0.006,0.071,0.934,0.646,-0.755,-2.187,-0.176,-2.097,-0.991,-0.874,-0.569,0.82,Item_1221
1.038,0.509,0.633,0.656,-2.497,0.01,-1.796,0.509,-2.093,-0.18,0.548,-1.118,0.962,0.507,0.381,0.698,-0.359,0.152,0.01,-0.013,Item_1222
-0.672,-1.243,-0.337,-0.392,-0.737,0.852,-1.172,-0.172,1.166,0.909,1.216,-0.591,0.784,-1.063,-0.276,-0.182,-0.576,-0.362,-0.493,-0.982,Item_1223
0.856,-0.182,0.201,0.164,0.055,0.093,-0.305,1.418,0.761,0.018,-0.447,-0.119,0.418,1.5,-1.373,0.66,1.127,-1.487,-0.181,-1.065,Item_1224
0.431,-0.358,-0.13,-0.411,0.72,0.229,0.231,0.161,0.572,-0.262,1.701,-1.235,-1.726,-1.809,-2.08,0.673,0.551,1.208,-1.057,0.745,Item_1225
0.057,0.167,0.626,-0.756,2.587,1.332,-0.532,-1.091,-0.088,0.182,1.066,-1.169,0.285,-1.529,0.436,-0.108,1.937,-1.546,1.371,-1.704,Item_1226
-1.327,-1.677,0.25,-1.174,-1.348,0.203,0.452,0.04,-0.162,1.829,0.146,0.806,0.143,-1.098,0.55,-0.656,-0.091,0.305,-1.941,-1.61,Item_1227
0.909,-0.664,-0.616,0.166,-0.386,0.418,-0.051,0.199,-0.702,0.194,1.105,-0.568,0.915,-0.052,0.734,0.129,-0.033,0.35,1.214,0.236,Item_1228
0.479,-0.368,1.571,0.64,0.078,-0.123,0.978,-0.606,-1.783,0.072,1.19,1.591,-0.107,0.044,0.52,-0.264,0.516,-0.085,1.011,0.723,Item_1229
0.81,-0.205,1.926,0.484,0.247,-0.761,-0.097,0.114,-0.788,-0.292,-0.166,0.056,-1.763,-0.135,-0.377,-0.021,1.035,2.052,0.678,-1.234,Item_1230
-0.345,0.596,0.483,0.987,-0.097,-0.364,1.752,0.059,-1.017,1.475,-1.496,-3.495,0.769,0.911,0.414,-1.302,-0.059,-0.278,-0.537,1.412,Item_1231
-1.047,0.316,1.194,0.381,1.241,0.564,0.429,0.367,0.613,-0.386,-1.302,0.954,1.162,0.252,-0.548,-1.558,0.086,-1.349,-1.489,-0.021,Item_1232
-0.764,0.345,-0.159,-0.607,-1.705,-0.853,-0.816,-1.225,-0.329,-1.147,-0.164,0.24,-0.826,0.425,-1.361,-1.112,-0.113,0.687,0.867,1.612,Item_1233
-0.377,-0.128,-1.033,-1.254,0.229,-0.776,1.232,-1.462,0.486,-1.006,-0.82,0.539,-0.676,-0.516,-0.812,1.785,-0.617,0.052,-0.202,0.221,Item_1234
-0.615,-0.201,0.394,-0.863,1.089,1.185,0.606,0.07,-2.991,0.424,-0.391,-0.246,-1.897,0.494,-1.449,0.118,0.905,-0.469,1.216,-0.747,Item_1235
0.6,-1.305,1.031,0.876,0.468,-0.393,-1.402,-0.391,1.11,0.13,-1.553,-1.125,1.253,0.488,-1.234,-1.766,-0.625,-1.851,-0.156,2.452,Item_1236
-1.597,-0.186,1.312,0.749,-0.149,-0.146,-1.156,-0.268,0.243,1.105,-0.62,-0.19,-0.949,0.225,0.784,0.63,-1.17,0.147,-0.677,1.011,Item_1237
-0.161,-1.52,-0.22,0.458,0.244,-0.512,-0.585,-0.988,-0.395,-0.856,0.97,-0.901,0.122,0.054,0.946,1.089,0.696,0.353,-1.049,-1.069,Item_1238
-0.846,0.752,0.073,0.869,1.003,-0.726,0.032,-0.013,-0.328,-0.535,1.185,0.052,0.013,-0.803,0.675,-1.005,0.455,0.482,-0.413,0.318,Item_1239
0.186,-0.039,0.013,0.062,0.13,0.06,-1.104,-0.152,0.265,0.097,0.954,0.62,-0.87,-0.167,-0.311,-0.004,-0.003,0.612,0.177,1.231,Item_1240
0.241,-0.831,-0.467,0.604,-1.614,-1.346,0.011,0.951,1.307,-0.217,1.061,0.072,-1.531,-0.008,-0.619,0.918,-0.026,-1.278,-1.5,-0.021,Item_1241
-2.42,-0.518,0.231,-1.057,0.994,1.191,-1.017,-0.298,0.995,-0.001,-1.394,-0.143,-0.853,1.108,0.606,-0.314,0.142,-1.308,-0.754,1.553,Item_1242
0.054,0.93,0.232,1.314,-1.999,-0.188,1.645,0.956,1.325,-0.007,-0.537,-1.027,-1.097,0.807,0.513,-0.067,0.508,0.142,0.962,0.953,Item_1243
-1.066,0.274,-1.669,0.133,0.604,-1.314,-0.416,0.01,0.234,-0.279,-1.172,-0.054,-1.652,-0.233,-0.441,-0.134,-0.559,-1.508,-0.366,0.931,Item_1244
1.261,2.439,1.692,-1.197,-0.408,-0.023,-0.086,0.07,2.408,-1.082,-0.714,1.644,-0.616,0.394,1.035,0.486,0.192,0.939,-0.893,-0.496,Item_1245
0.536,-2.069,1.417,0.303,0.153,-1.631,-1.287,-0.399,0.807,-2.077,0.788,-0.36,-0.223,0.254,0.269,-0.712,0.625,-2.319,-0.45,0.154,Item_1246
-0.345,-1.827,0.758,-1.248,-0.068,0.153,0.02,1.169,-0.053,0.427,-0.056,0.613,1.393,0.138,0.782,1.455,1.357,-0.385,1.036,0.249,Item_1247
1.117,0.569,0.276,0.434,0.255,0.294,-0.159,-0.252,1.763,0.478,-0.573,-0.277,1.056,-0.736,-1.482,-1.408,-1.729,-1.299,-1.181,1.385,Item_1248
-0.046,-0.363,-1.443,-0.143,-1.737,-0.369,2.064,0.664,-0.21,0.698,-0.522,-0.801,1.704,-1.142,-0.354,0.306,-0.936,0.651,-0.307,0.664,Item_1249
0.586,-0.243,1.711,-0.665,1.349,1.175,1.771,0.174,-0.789,2.077,-0.335,-0.814,-0.19,-0.982,0.526,-0.606,-0.287,0.968,0.624,0.016,Item_1250
0.171,0.012,-0.431,-0.003,0.491,-0.126,0.42,-0.837,-0.604,-0.734,-0.565,1.287,0.726,-1.077,0.437,-0.391,-0.682,-1.486,0.972,-1.364,Item_1251
-0.052,-0.946,0.776,-0.334,-0.134,-0.101,0.303,0.013,-0.043,-0.518,-1.575,-1.119,0.718,-0.306,-0.664,-1.406,-1.72,-0.703,0.888,-0.557,Item_1252
0.4,-0.603,0.639,-0.352,-1.232,-0.269,1.834,1.79,0.487,-0.137,0.304,0.317,-0.04,0.441,0.208,-0.316,-1.195,-0.46,0.8,-0.031,Item_1253
0.3,-0.283,-1.06,-0.239,-1.022,-1.086,1.206,-0.42,-0.741,1.618,0.815,-0.372,0.428,-0.236,-0.693,0.475,-0.324,0.075,1.021,0.911,Item_1254
-0.55,0.486,-1.128,0.45,0.148,0.379,-0.297,2.084,-0.901,0.972,-1.032,0.504,0.576,0.055,-0.495,0.141,0.267,1.79,-0.872,-0.556,Item_1255
0.285,-0.256,-0.1,1.07,-2.82,-0.598,-1.742,-1.196,2.405,0.598,0.952,-0.081,0.759,-1.767,1.038,-0.82,-0.531,0.505,0.316,0.085,Item_1256
-1.363,0.1,0.961,-0.532,1.315,-0.873,0.007,1.535,-0.681,1.054,1.975,0.171,-0.527,-0.773,1.305,1.277,1.449,-0.033,1.038,-0.049,Item_1257
-0.883,1.124,1.634,-1.021,-1.039,0.04,0.956,-1.134,0.227,-0.59,0.701,-0.798,0.772,-0.158,-0.937,0.064,-1.938,-0.559,0.337,-1.772,Item_1258
-2.571,-2.339,1.327,-0.077,-0.532,0.945,-0.404,0.268,0.026,-0.471,0.294,0.773,-0.185,-0.461,-0.343,-2.298,0.283,-1.209,0.63,-0.09,Item_1259
0.105,0.7,-0.927,0.369,0.268,-0.185,-0.928,0.595,0.703,0.114,-1.07,-0.527,-0.06,0.688,-1.583,-0.564,-0.403,-0.083,-1.301,-0.218,Item_1260
-0.31,-1.038,-0.118,-0.541,0.496,-0.885,0.09,-0.808,-0.6,0.297,0.235,-0.417,-0.269,-1.454,1.403,0.687,0.651,-1.595,-0.595,-0.335,Item_1261
-1.931,0.89,1.454,2.062,-1.046,0.117,1.323,-0.254,-0.567,-1.866,1.133,-0.019,-0.729,0.284,0.153,0.168,-0.217,1.622,-0.134,1.619,Item_1262
0.564,0.351,-0.113,0.974,0.113,-0.932,-0.965,0.422,-0.907,-0.062,1.057,0.304,-0.722,1.41,0.548,1.018,-2.268,0.331,0.842,1.7,Item_1263
-1.464,1.206,1.644,-2.017,0.479,0.618,-0.327,-0.49,0.668,-0.615,-0.217,0.812,1.754,0.538,0.133,-0.516,-1.011,1.11,-0.153,1.151,Item_1264
-0.33,-0.649,0.421,-0.077,-1.206,1.817,-0.627,0.928,0.842,-1.259,-1.002,-0.302,-0.866,1.726,-0.2,0.89,0.514,0.264,0.04,1.237,Item_1265
-0.825,1.726,-1.287,0.782,-1.405,-0.316,0.093,-0.487,-0.182,-1.387,-0.987,0.498,0.03,-0.691,1.324,-1.22,-0.362,-0.506,0.615,0.048,Item_1266
-0.108,-1.844,0.865,-0.218,0.116,-0.749,-0.906,1.499,-1.773,-1.054,1.48,0.641,-0.325,1.247,0.447,0.233,0.226,0.465,0.506,2.196,Item_1267
-0.195,-0.164,-1.237,-0.052,1.863,0.984,-0.544,0.03,-1.296,-0.969,0.149,-0.494,-1.045,0.49,-0.082,-1.568,-2.075,-0.57,-1.588,-1.869,Item_1268
1.129,-0.098,-0.265,-0.188,-1.138,0.411,-0.131,-0.757,-0.608,-1.227,-0.406,-0.24,-0.432,0.055,-0.079,0.231,0.943,0.593,0.955,-0.848,Item_1269
-0.509,0.654,0.671,-0.679,0.612,-0.944,0.481,-0.026,-1.384,-0.434,2.182,0.203,2.3,-1.444,0.751,-2.534,-0.0,0.631,0.838,-0.799,Item_1270
1.039,-0.534,-0.164,-0.433,-1.136,1.57,0.048,1.087,1.045,-0.968,1.216,0.503,-1.041,0.449,-1.023,1.606,0.814,-0.071,1.265,-1.582,Item_1271
-0.749,-0.252,2.236,-1.07,-1.707,-1.444,0.906,-0.594,-0.159,0.763,-0.158,0.204,0.535,-0.431,-0.166,0.242,0.868,-0.792,-3.021,0.68,Item_1272
0.928,0.2,0.268,-0.564,0.5,0.853,0.056,2.491,-1.564,0.163,-1.174,0.88,-1.581,-1.334,-0.633,0.266,-0.595,-0.585,-0.181,-0.242,Item_1273
1.487,0.686,-0.325,2.097,0.492,-0.969,0.257,0.536,-0.688,-1.053,0.086,-0.36,1.479,0.741,-0.641,0.426,1.267,-1.394,-1.023,-0.011,Item_1274
0.036,-0.052,-0.311,-0.326,0.384,1.134,-0.481,2.438,1.961,1.329,0.622,2.008,-0.29,-0.833,-0.526,-1.003,0.122,0.3,0.201,-0.012,Item_1275
0.133,1.736,0.62,0.923,0.191,-1.616,-1.814,2.083,-0.532,-0.617,0.246,0.55,0.677,1.774,1.501,-0.811,0.969,-0.384,-0.138,-1.094,Item_1276
-1.693,-0.032,-0.956,0.928,-0.281,0.309,1.368,-1.485,-0.725,0.181,0.313,1.103,0.867,0.097,0.303,0.331,-1.47,-0.156,0.248,0.459,Item_1277
-0.924,-1.269,-0.235,1.967,-0.819,1.174,1.585,0.045,-0.68,0.513,0.195,-0.859,-0.659,0.454,0.933,-0.323,-0.069,0.669,-0.172,-0.299,Item_1278
-0.755,-0.773,2.669,-0.196,1.365,1.684,-0.184,0.368,0.102,-1.612,-1.552,0.049,-0.425,1.892,-0.237,1.951,-0.476,1.912,0.506,0.563,Item_1279
-0.512,0.577,1.693,-0.145,-0.339,-0.247,1.62,0.855,1.448,0.314,0.039,0.424,1.07,-0.247,1.369,0.366,-2.406,0.883,-1.272,0.859,Item_1280
0.902,0.33,0.544,1.099,-0.496,0.793,1.163,1.76,-1.106,0.409,-0.961,-1.004,0.359,0.077,1.145,-0.346,-0.134,0.212,-0.862,-0.723,Item_1281
1.116,-0.549,1.182,0.607,-1.548,0.53,0.522,0.423,-0.142,-0.94,1.346,-0.102,-0.883,0.457,-0.743,-0.949,-0.375,-0.665,-0.912,0.806,Item_1282
-0.114,1.252,-0.855,-1.728,0.149,1.856,0.531,3.215,0.332,0.236,-2.155,0.428,0.169,-0.407,-0.137,-0.068,-0.18,2.09,-0.371,0.169,Item_1283
-0.404,0.783,0.177,-0.28,-1.926,0.243,-0.31,-0.061,-1.182,1.433,0.857,1.431,1.147,0.592,-1.142,1.843,-0.928,-0.268,0.707,0.757,Item_1284
0.572,-0.4,-0.607,2.535,-0.039,-0.162,-0.714,0.245,0.198,-0.016,0.382,1.764,-0.595,0.043,-0.648,0.295,-0.568,-0.525,-1.46,0.098,Item_1285
0.43,1.86,0.47,-0.45,-1.36,-1.221,-1.296,1.878,0.288,-0.583,-0.96,-0.856,-0.609,1.316,-0.03,-1.447,2.31,-1.14,-0.591,1.31,Item_1286
0.415,-0.47,-1.231,-0.967,-0.906,0.007,0.191,-0.149,-0.039,-1.051,0.293,1.281,-0.163,-0.182,0.083,1.118,-0.895,1.451,0.421,0.029,Item_1287
1.213,-1.182,0.522,0.43,-0.935,0.461,0.283,-0.179,0.863,-0.572,0.27,-0.132,-0.615,0.503,-0.208,-1.473,-1.801,0.789,-1.221,0.279,Item_1288
0.055,-0.369,1.957,0.18,0.756,0.285,-0.232,-0.019,1.459,1.088,1.952,0.222,-0.877,-0.441,-1.188,0.767,-0.586,-3.055,2.464,-0.571,Item_1289
-0.577,1.672,-1.208,1.137,-0.587,-1.324,1.706,0.923,0.92,0.368,0.599,-1.232,0.112,-0.929,-1.389,0.411,1.158,-0.383,-0.212,-1.138,Item_1290
0.007,0.76,0.792,0.545,-0.618,-0.65,0.795,0.812,-0.172,-0.426,1.167,-0.36,0.746,-0.137,-1.048,1.612,0.12,-0.711,-1.391,-1.29,Item_1291
-0.373,1.925,-0.585,1.447,-0.131,-1.181,-0.473,-1.281,-0.856,-0.886,-1.904,1.513,0.211,-0.686,0.222,-0.835,-2.671,2.957,0.19,-0.589,Item_1292
-1.934,-1.494,1.654,1.502,0.753,-1.115,1.51,0.45,0.655,0.446,-1.507,-1.198,-0.51,0.644,-1.38,-0.175,-0.177,0.793,0.675,-1.01,Item_1293
1.447,-1.163,1.092,-0.55,0.164,0.226,0.198,0.674,0.391,0.784,0.465,-1.264,0.27,-0.564,-1.109,-0.29,0.183,0.25,1.056,1.307,Item_1294
0.336,0.517,0.095,0.767,0.487,-0.054,2.152,-0.546,1.454,-1.354,0.814,1.437,-1.907,0.139,0.715,0.252,0.378,0.136,-1.094,2.368,Item_1295
-0.504,0.434,-0.647,-2.276,-0.925,-1.448,1.092,-0.607,-0.514,-1.064,0.094,-0.716,0.992,0.302,-0.572,0.85,0.008,0.021,-1.463,-0.071,Item_1296
0.322,1.334,-0.752,2.278,0.557,-1.519,-0.845,1.421,1.243,0.018,0.15,-1.165,1.321,-0.988,0.845,1.352,0.048,0.968,1.848,0.268,Item_1297
-0.175,-0.067,-0.743,-0.766,0.442,-0.164,0.328,-1.49,-0.093,1.03,-1.119,0.017,-1.855,-1.305,0.808,-0.309,1.822,0.432,0.531,-1.076,Item_1298
-0.385,-0.733,-1.065,0.664,0.865,0.399,-0.828,0.331,-1.913,1.323,-1.298,-1.12,0.115,0.204,-0.073,-1.11,1.133,-1.686,-1.483,-0.107,Item_1299
-1.264,1.223,-1.178,1.557,1.035,1.235,1.887,0.081,-1.013,-0.103,-0.567,-0.709,0.151,-0.312,-0.752,-0.245,0.549,0.956,-1.603,-0.303,Item_1300
-0.141,-1.183,-0.12,0.148,0.519,0.077,-0.881,2.012,0.829,0.553,1.005,0.245,1.286,0.057,0.002,0.635,1.576,1.512,0.593,0.517,Item_1301
0.696,0.986,1.299,-0.237,1.318,0.343,0.651,1.382,0.747,0.916,-0.389,1.498,0.696,0.126,1.101,2.588,-1.169,-0.804,2.685,0.427,Item_1302
0.191,-0.115,1.208,2.611,-0.665,-0.097,-0.351,0.733,1.222,1.621,0.767,2.519,-0.575,-0.835,1.469,0.123,-1.376,-0.316,0.256,-0.646,Item_1303
-1.015,-0.208,-1.065,0.635,-1.944,0.09,0.52,-0.091,1.093,-1.371,-0.701,-0.33,0.713,0.219,2.143,-0.806,-1.395,1.789,-1.431,0.683,Item_1304
-0.979,-2.069,-0.375,0.899,-1.222,0.576,0.763,-1.272,-0.228,1.577,0.651,-0.261,0.415,-0.685,1.114,1.113,0.121,0.231,-0.999,-1.352,Item_1305
-0.377,-0.087,1.063,0.922,0.185,1.191,-0.943,1.077,-0.79,1.24,-0.013,-1.998,0.73,0.81,-0.457,-0.371,-0.16,-1.925,-2.365,1.302,Item_1306
-0.824,1.855,1.37,1.567,-0.65,-1.608,-1.087,-0.446,-2.373,-0.475,-0.202,-1.294,-1.04,-0.221,0.356,-0.891,0.292,0.137,0.047,-0.652,Item_1307
-1.333,1.696,0.63,1.006,-0.084,-0.164,0.491,-1.835,-1.115,-0.798,-0.455,-0.88,0.333,0.081,1.393,2.474,-1.263,0.147,0.146,-0.014,Item_1308
-1.085,-0.917,0.24,-0.945,0.159,-0.246,0.142,-0.953,0.157,-0.881,0.161,1.339,0.261,0.322,0.817,-1.404,1.719,-1.056,0.88,0.747,Item_1309
-0.902,1.009,0.498,1.89,0.193,-0.109,-0.515,-1.743,-0.318,-0.276,0.262,-1.423,-0.239,0.576,0.676,-1.86,0.706,-0.247,-0.185,-2.365,Item_1310
1.494,0.177,-1.531,0.375,0.344,1.223,-0.31,0.012,-0.643,0.598,-0.783,-0.893,-0.068,-1.226,1.602,1.927,-0.454,-1.387,0.337,-0.482,Item_1311
1.175,-0.787,0.545,0.114,-0.676,0.24,0.879,0.087,0.097,-0.873,1.144,1.045,-0.411,-0.124,1.414,-1.134,0.604,-0.559,1.778,0.063,Item_1312
1.26,-0.761,-1.249,-0.234,0.263,-0.511,0.758,-0.21,-2.081,0.553,-0.883,-0.362,1.553,1.773,-0.575,0.578,-0.552,-0.287,-0.606,-1.724,Item_1313
0.095,0.288,-0.671,1.088,-0.436,-0.637,0.527,-1.543,0.907,-0.402,0.989,1.288,0.64,-0.812,-1.251,-1.434,1.103,-0.135,-0.599,-0.132,Item_1314
