ID,Title (en),Title (de),Title (fr),Level,Country,Country code,Canton,Municipality,Date,Institution,No votes,Yes votes,Empty votes,Invalid votes,Total electorate,Citizens abroad,Result,Committee name,Theme 1,Theme 2,Theme 3,Vote trigger,Vote Result status,Official status,Legal act type,Vote trigger actor,Vote trigger state level,Vote trigger number,Vote trigger time,Vote object,Author of the vote object,Counter proposal,Action,Vote venue,Hierarchy of the legal norm,Degree of revision,Turnout quorum,Decision quorum,Referendum text options,Institutional precondition,Institutional precondition decision,Institutional precondition decision actor,Special topics,Excluded topics
5d4c10cfdc0aeb467bfcc4a4,Law on the budgetary Equilibrium of the Canton of Uri,Gesetz zum Haushaltsgleichgewicht des Kantons Uri,,subnational,Switzerland,CH,Uri,,2018-11-25,Mandatory referendum,2320,7376,637,49,26232,-1,Yes,,public finance,budget cuts and remediation measures,,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4c0efbdc0aeb467bfcc49d,Amendment of the Law on the Organisation of Judicial Authorities (Court Organisation Law),Änderung des Gesetzes über die Organisation der richterlichen Behörden (Gerichtsorganisationsgesetz),,subnational,Switzerland,CH,Uri,,2018-11-25,Mandatory referendum,2031,7592,664,50,26232,-1,Yes,,courts,,,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4c0d1cdc0aeb467bfcc496,Amendment of the cantonal constitution (Amendment of the court organisation),Änderung der Kantonsverfassung (Änderung der Gerichtsorganisation),,subnational,Switzerland,CH,Uri,,2018-11-25,Mandatory referendum,1939,7765,635,50,26232,-1,Yes,,courts,"government, administration",,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4bf50ddc0aeb467bfcc48d,"Decision concerning financial support for the Winter Olympic Games ""Sion 2026""","Beschluss vom 9. März 2018 betreffend die finanzielle Unterstützung der Olympischen Winterspiele ""Sion 2026""",,subnational,Switzerland,CH,Valais,,2018-06-10,Optional referendum,55555,44309,933,1482,216548,-1,No,,sport,public expenditure,,Bottom up,Binding,Official,Normal,Citizens,Equal,3000 people entitled to vote,Within 90 days since the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,,,,Simple majority,Whole text only,Does not exist,,,Financial act,Jus cogens
5d4beffadc0aeb467bfcc486,Amendment of the Dog Act (practical dog training),Änderung Hundegesetz (praktische Hundeausbildung),,subnational,Switzerland,CH,Zurich,,2019-02-10,Governmental referendum,249824,109211,6487,78,909790,-1,No,,animal protection,public security,,Top down,Binding,Official,Normal,Parliament,Equal,45 members of the Parliament,Within 60 days since the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4bee47dc0aeb467bfcc47f,Water Act (WsG),Wassergesetz (WsG) (vom 9. Juli 2018),,subnational,Switzerland,CH,Zurich,,2019-02-10,Governmental referendum,198223,165033,3784,50,909790,-1,No,,environment,water pollution control,economy,Top down,Binding,Official,Normal,Parliament,Equal,45 members of the Parliament,Within 60 days since the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4beab6dc0aeb467bfcc478,"Citizens' initiative ""Film and Media Support Act""",Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,,subnational,Switzerland,CH,Zurich,,2018-09-23,Citizens' initiative,276764,65843,11497,30,905714,-1,No,,media and communication,public expenditure,,Bottom up,Binding,Official,Normal,Citizens,Equal,6000 people entitled to vote,Within 6 months after the preliminary assessment,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4be829dc0aeb467bfcc471,"Citizens' initiative ""Gamekeepers instead of hunters""",Kantonale Volksinitiative «Wildhüter statt Jäger»,,subnational,Switzerland,CH,Zurich,,2018-09-23,Citizens' initiative,294595,56709,6138,44,905714,-1,No,,animal protection,environment,,Bottom up,Binding,Official,Normal,Citizens,Equal,6000 people entitled to vote,Within 6 months since the preliminary assessment,Legal text (allg. anregung),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Constitution / law / other,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4be5e4dc0aeb467bfcc46a,"Citizens' initiative ""Stop the Limmat Valley Railway - from Schlieren!"" (renunciation of the second stage)",Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!» (Verzicht auf die zweite Etappe),,subnational,Switzerland,CH,Zurich,,2018-09-23,Citizens' initiative,283605,58464,12056,39,905714,-1,No,,rail transport,public expenditure,,Bottom up,Binding,Official,Normal,Citizens,Equal,6000 people entitled to vote,Within 6 months since the preliminary assessment,Legal text (allg. anregung),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Constitution / law / other,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4bd6acdc0aeb467bfcc463,"Law on Public Passenger Transport (Amendment of 30 October 2017; Transport Fund, Allocation of Funds; Performance Review 2016)","Gesetz über den öffentlichen Personenverkehr (Änderung vom 30. Oktober 2017; Verkehrsfonds, Mittelzuweisung; Leistungsüberprüfung 2016)",,subnational,Switzerland,CH,Zurich,,2018-06-10,Governmental referendum,195378,97198,14133,47,903390,-1,No,,public finance,budget cuts and remediation measures,transport and infrastructure,Top down,Binding,Official,Normal,Parliament,Equal,45 members of the Parliament,Within 60 days since the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4bd1b4dc0aeb467bfcc45b,Tax Act (Amendment of 23 October 2017; offsetting of business losses against real estate gains tax),Steuergesetz (Änderung vom 23. Oktober 2017; Verrechnung von Geschäftsverlusten bei der Grundstückgewinnsteuer),,subnational,Switzerland,CH,Zurich,,2018-06-10,Optional referendum,195378,97198,14133,47,903390,-1,No,,taxation,economy,,Bottom up,Binding,Official,Normal,Citizens,Equal,3000 people entitled to vote,Within 60 days since the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4bce69dc0aeb467bfcc454,Amendment of the Cantonal Constitution - Adaptation to Adult Protection Law,Änderung der Kantonsverfassung - Anpassung an das Erwachsenenschutzrecht,,subnational,Switzerland,CH,Zug,,2018-06-10,Mandatory referendum,2028,28062,249,8,75019,-1,Yes,,social policy,voting rights,,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4bc072dc0aeb467bfcc40b,Counter proposal of the Parliament (Amendment of the Financial Equalisation Act of 27 September 2018),Gegenvorschlag des Landrats (Änderung des Finanzausgleichsgesetzes vom 27. September 2018),,subnational,Switzerland,CH,Basel Landschaft,,2019-02-10,Counter proposal,24005,39947,1746,1126,189572,-1,Yes,,social policy,public finance,,Top down,Binding,Official,Normal,Parliament,Equal,,,Legal text (ausformulierter vorschlag),Parliament,Yes,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4ae09edc0aeb467bfcc405,Non-formulated municipal initiative of 17 March 2016 on the equalisation of social assistance costs (equalisation initiative) with counterproposal of the Parliament of 27 September 2018,Nichtformulierte Gemeindeinitiative vom 17. März 2016 über den Ausgleich der Sozialhilfekosten (Ausgleichsinitiative) mit Gegenvorschlag des Landrats vom 27. September 2018,,subnational,Switzerland,CH,Basel Landschaft,,2019-02-10,Governmental referendum,41410,24005,1746,1126,189572,-1,No,,social security,,,Top down,Binding,Official,Normal,Territorial unit,Lower,,,Legal text (allg. anregung),Territorial unit,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d445a14dc0aeb467bfcc3f1,Supplement to the Finance Budget Act,Nachtrag zum Finanzhaushaltsgesetz,,subnational,Switzerland,CH,Obwalden,,2019-05-19,Optional referendum,4222,7568,282,249,26458,-1,Yes,,public finance,taxation,,Bottom up,Binding,Official,Normal,Citizens,Equal,100,Within 30 days since the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d44559adc0aeb467bfcc3eb,Act on the Implementation of Measures of the Financial Strategy 2027+,Gesetz über die Umsetzung von Massnahmen der Finanzstrategie 2027+,,subnational,Switzerland,CH,Obwalden,,2018-09-23,Governmental referendum,6082,4308,185,179,26225,-1,No,,public finance,taxation,budget cuts and remediation measures,Top down,Binding,Official,Normal,Parliament,Equal,One third of the Members of Parliament,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d444ededc0aeb467bfcc3e4,Granting of a property loan for the canton's share of the replacement construction south of the weapon site Wil near Stans,Bewilligung eines Objektkredites für den Kantonsanteil am Ersatzbau Süd des Waffenplatzes Wil bei Stans,,subnational,Switzerland,CH,Nidwalden,,2018-09-23,Mandatory referendum,4800,7175,155,73,30792,0,Yes,,military facilities,public expenditure,,Automatic,Binding,Official,Normal,Constitution,Equal,,,Question,Parliament,No,,Ballot,Ordinance,Both,,Simple majority,Whole text only,Does not exist,,,Financial act (expenses),Jus cogens
5d444ac1dc0aeb467bfcc3de,"Statement of the Government Council to the Federal Council on the sectoral plan procedure for deep geological repositories, stage 2","Stellungnahme des Regierungsrates an den Bundesrat betreffend Sachplanverfahren geologische Tiefenlager, Etappe 2",,subnational,Switzerland,CH,Nidwalden,,2018-06-10,Mandatory referendum,1169,9520,139,87,30732,0,Yes,,nuclear energy,,,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Government,No,,Ballot,,,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42ed4adc0aeb467bfcc3da,Law on Task and Financial Reform,Gesetz über die Aufgaben- und Finanzreform 18 (Mantelerlass AFR18),,subnational,Switzerland,CH,Lucerne,,2019-05-19,Mandatory referendum,49049,64788,-1,-1,-1,-1,Yes,,public expenditure,taxation,schools,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42e7dadc0aeb467bfcc3d8,"Citizens' initiative ""Forward with Public Transport""",Volksinitiative «Vorwärts mit dem öffentlichen Verkehr»,,subnational,Switzerland,CH,Lucerne,,2018-09-23,Citizens' initiative,73015,28297,-1,-1,-1,-1,No,,transport and infrastructure,public expenditure,,Bottom up,Binding,Official,Normal,Citizens,Equal,4000 people entitled to vote,Within one year since the publication,Legal text (allg. anregung),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42e5e2dc0aeb467bfcc3d4,"Citizens' initiative ""For a high quality of education in the canton of Lucerne""",Volksinitiative «Für eine hohe Bildungsqualität im Kanton Luzern»,,subnational,Switzerland,CH,Lucerne,,2018-09-23,Citizens' initiative,70291,30981,-1,-1,-1,-1,No,,education policy,schools,,Bottom up,Binding,Official,Normal,Citizens,Equal,5000,Within one year after the publication,Legal text (allg. anregung),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42e342dc0aeb467bfcc3d0,"Citizens' initiative ""For safe health care throughout the canton of Lucerne"".",Volksinitiative «Für eine sichere Gesundheitsversorgung im ganzen Kanton Luzern»,,subnational,Switzerland,CH,Lucerne,,2018-06-10,Citizens' initiative,68271,25549,-1,-1,-1,-1,No,,health,,,Bottom up,Binding,Official,Normal,Citizens,Equal,4000,Within one year after the publication,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42e101dc0aeb467bfcc3cc,Cantonal Energy Act,Kantonales Energiegesetz,,subnational,Switzerland,CH,Lucerne,,2018-06-10,Optional referendum,39112,55678,-1,-1,-1,-1,Yes,Swiss People's Party (SVP),energy policy,transport and infrastructure,,Bottom up,Binding,Official,Normal,Citizens,Equal,3000,Within 60 days after the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42d8d2dc0aeb467bfcc3c8,"Counter-proposal to the popular initiative ""Supplementary benefits for families"": strengthening of partial subsidies for health insurance premiums",,Contre-projet à l’initiative populaire «Prestations complémentaires pour les familles»: renforcement des subsides partiels pour les primes d’assurance-maladie,subnational,Switzerland,CH,Jura,,2018-06-10,Counter proposal,6531,7084,-1,-1,-1,-1,Yes,,family policy,financial system,,Top down,Binding,Official,Normal,Parliament,Equal,,,Legal text (allg. anregung),Parliament,Yes,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42d633dc0aeb467bfcc3c4,"Citizens' initiative ""Additional Services for Families""",,Initiative populaire cantonale «Prestations complémentaires pour les familles»,subnational,Switzerland,CH,Jura,,2018-06-10,Citizens' initiative,7432,6360,-1,-1,-1,-1,No,,family policy,financial system,,Bottom up,Binding,Official,Normal,Citizens,Equal,2000 people entitled to vote,,Legal text (allg. anregung),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Law,,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42d029dc0aeb467bfcc3c0,Do you accept that the location area Pied South of Jura is no longer being studied with a view to a deep geological repository for radioactive waste?,,Acceptez-vous que le domaine d’implantation Pied sud du Jura ne soit plus étudié dans la perspective d’un dépôt en couches géologiques profondes de déchets radioactifs ?,subnational,Switzerland,CH,Jura,,2018-03-04,Mandatory referendum,6208,16754,-1,-1,-1,-1,Yes,,nuclear energy,,,Automatic,Binding,Official,Normal,,Equal,,,Question,Parliament,No,"Abrogate, Introduce, Revise",Ballot,,,,Simple majority,,Does not exist,,,,Jus cogens
5d42cec0dc0aeb467bfcc3ba,Do you accept that the Jura-east siting area continues to be studied from the perspective of a deep geological repository for radioactive waste?,,Acceptez-vous que le domaine d’implantation Jura-est continue d’être étudié dans la perspective d’un dépôt en couches géologiques profondes de déchets radioactifs ?,subnational,Switzerland,CH,Jura,,2018-03-04,Mandatory referendum,12382,10687,-1,-1,-1,-1,No,,nuclear energy,,,Automatic,Binding,Official,Normal,,Equal,,,Question,Parliament,No,"Abrogate, Introduce, Revise",Ballot,,,,Simple majority,,Does not exist,,,,Jus cogens
5d42bd5fdc0aeb467bfcc3b4,Citizens' initiative to abolish special hunting (special hunting initiative),Volksinitiative zur Abschaffung der Sonderjagd (Sonderjagdinitiative),,subnational,Switzerland,CH,Graubünden,,2019-05-19,Citizens' initiative,36181,30533,1177,909,139621,-1,No,,animal protection,,,Bottom up,Binding,Official,Normal,Citizens,Equal,3000,Within one year after the publication,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42bad0dc0aeb467bfcc3ae,"Citizens' initiative ""Good school in Graubünden - a voice in curricula""",Kantonale Volksinitiative «Gute Schule Graubünden – Mitsprache bei Lehrplänen»,,subnational,Switzerland,CH,Graubünden,,2018-11-25,Citizens' initiative,43001,13327,2230,934,139142,-1,No,,education policy,schools,referendum,Bottom up,Binding,Official,Normal,Citizens,Equal,3000 people entitled to vote,Within one year after the publication,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42b932dc0aeb467bfcc3a8,"Citizens' initiative ""Good School Graubünden - Participation in Important Educational Issues""",Kantonale Volksinitiative «Gute Schule Graubünden – Mitsprache bei wichtigen Bildungsfragen»,,subnational,Switzerland,CH,Graubünden,,2018-11-25,Citizens' initiative,42128,14290,2303,904,139142,-1,No,,education policy,referendum,citizens' rights,Bottom up,Binding,Official,Normal,Citizens,Equal,4000 people entitled to vote,Within one year after the publication,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42b479dc0aeb467bfcc3a2,"Citizens' initiative ""Only one foreign language in primary school"" (foreign language initiative)","Kantonale Volksinitiative ""Nur eine Fremdsprache in der Primarschule"" (Fremdspracheninitiative)",,subnational,Switzerland,CH,Graubünden,,2018-09-23,Citizens' initiative,32918,17576,626,615,138978,-1,No,,language policy,schools,,Bottom up,Binding,Official,Normal,Citizens,Equal,3000,Within one year after the publication,Legal text (allg. anregung),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42afefdc0aeb467bfcc39c,"Counter-proposal to the initiative ""For health insurance premiums capped at 10% of income""",,Contreprojet à l' initiative 170 «Pour des primes d'assurance-maladie plafonnées à 10% du revenu»,subnational,Switzerland,CH,Geneva,,2019-05-19,Counter proposal,27175,83691,9703,27,266358,27312,Yes,,health and accident insurance,financial system,,Top down,Binding,Official,Normal,Parliament,Equal,,,Legal text (ausformulierter vorschlag),Parliament,Yes,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42ac5adc0aeb467bfcc396,"Citizens' initiative ""For health insurance premiums capped at 10% of income""",,Initiative «Pour des primes d'assurance-maladie plafonnées à 10% du revenu»,subnational,Switzerland,CH,Geneva,,2019-05-19,Citizens' initiative,56467,58685,5417,27,266358,27312,Yes,,health and accident insurance,financial system,,Bottom up,Binding,Official,Normal,Citizens,Equal,2% of the people entitled to vote,within 4 months after the publication,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42a97adc0aeb467bfcc390,Law amending the law establishing the Geneva State Pension Fund (LCPEG)  of 14 December 2018,,Loi modifiant la loi instituant la Caisse de prévoyance de l'Etat de Genève (LCPEG) du 14 décembre 2018,subnational,Switzerland,CH,Geneva,,2019-05-19,Optional referendum,52680,58543,9346,27,266358,27312,Yes,,pension insurance,senior citizens,,Bottom up,Binding,Official,Normal,Citizens,Equal,2% of the people entitled to vote,Within 40 days after the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42a774dc0aeb467bfcc38a,Law amending the law establishing the Geneva State Pension Fund (LCPEG) (Financing of the CPEG) (B 5 22 – 12228),,Loi modifiant la loi instituant la Caisse de prévoyance de l'Etat de Genève (LCPEG) (Financement de la CPEG) (B 5 22 – 12228),subnational,Switzerland,CH,Geneva,,2019-05-19,Optional referendum,53046,59416,8107,27,266358,27312,Yes,,pension insurance,senior citizens,,Bottom up,Binding,Official,Normal,Citizens,Equal,2% of the people entitled to vote,Within 40 days after the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d42a10adc0aeb467bfcc384,"Citizens' Initiative ""Towards a coherent cultural policy in Geneva""",,Initiative «Pour une politique culturelle cohérente à Genève»,subnational,Switzerland,CH,Geneva,,2019-05-19,Citizens' initiative,18826,93085,8658,27,266358,27312,Yes,,cultural policy,"culture, religion and media",,Bottom up,Binding,Official,Normal,Citizens,Equal,3% of the people entitled to vote,Within 4 months after the publication,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d429e4edc0aeb467bfcc37e,Act to amend the Legal Persons Taxation Act (LIPM) (RFFA),,Loi modifiant la loi sur l’imposition des personnes morales (LIPM) (RFFA),subnational,Switzerland,CH,Geneva,,2019-05-19,Governmental referendum,46595,64908,9066,27,266358,27312,Yes,,tax policy,economy,,Top down,Binding,Official,Normal,Parliament,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d429b04dc0aeb467bfcc378,Store Opening Hours Act (LHOM),,Loi sur les heures d'ouverture des magasins (LHOM),subnational,Switzerland,CH,Geneva,,2019-05-19,Optional referendum,55269,61160,4140,27,266358,27312,Yes,,working hours,tourism,economy,Bottom up,Binding,Official,Normal,Citizens,Equal,2% of the people who are entitled to vote,40 days after the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d429639dc0aeb467bfcc372,Law on State Secularism (LLE),Gesetz über die Trennung von Staat und Religion,Loi sur la laïcité de l'Etat (LLE) (11764),subnational,Switzerland,CH,Geneva,,2019-02-10,Optional referendum,49780,60967,5578,23,265510,26794,Yes,,"religion, churches",state organisation,,Bottom up,Binding,Official,Normal,Citizens,Equal,2% of the people entitled to vote,Within 40 days since the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d41b0aadc0aeb467bfcc36c,"Citizens' initiative ""For a public health and accident insurance fund""","Initiative ""Für eine öffentliche Kranken- und Unfallversicherung""",Initiative « Pour une caisse d'assurance maladie et accidents publique »,subnational,Switzerland,CH,Geneva,,2019-02-10,Citizens' initiative,61903,49562,4860,23,265510,26794,No,,health and accident insurance,health,,Bottom up,Binding,Official,Normal,Citizens,Equal,3% of the people entitled to vote,Within 4 months after the publication,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d41aefddc0aeb467bfcc366,"Citizens' initiative ""For the reimbursement of dental care""",,Initiative populaire « Pour le remboursement des soins dentaires »,subnational,Switzerland,CH,Geneva,,2019-02-10,Citizens' initiative,62272,51473,2580,23,265510,26794,No,,health,health and accident insurance,,Bottom up,Binding,Official,Normal,Citizens,Equal,3% of the people that are entitled to vote,within 4 months after the publication,Legal text (ausformulierter vorschlag),Citizens,No,"Abrogate, Introduce, Revise",Ballot,Constitution,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d41aaf7dc0aeb467bfcc360,Law amending the Law on the development of the PAV district,,Loi modifiant la loi relative à l'aménagement du quartier PAV,subnational,Switzerland,CH,Geneva,,2018-06-10,Governmental referendum,35838,57090,4147,12,263091,26265,Yes,,"building of residential housing, property ownership",,,Top down,Binding,Official,Normal,Parliament,Equal,2/3 of the voting Members of Parliament,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,"Financial matters, Jus cogens"
5d41a4bedc0aeb467bfcc35a,Police Officers' Provident Fund and prison establishments,,Caisse de prévoyance des fonctionnaires de police et des établissements pénitentiaires,subnational,Switzerland,CH,Geneva,,2018-06-10,Optional referendum,38159,54484,4432,12,263091,26265,Yes,,police,employment policy,financial system,Bottom up,Binding,Official,Normal,Citizens,Equal,2% of the people entitled to vote,within 40 days after the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d419d93dc0aeb467bfcc354,"Decree on the transitional financial contributions of the State for municipalities, and parishes",Dekret über die finanziellen Übergangsbeiträge des Staates für die Gemeinden sowie die Pfarreien und Kirchgemeinden,,subnational,Switzerland,CH,Fribourg,,2019-06-30,Mandatory referendum,16718,32213,4444,364,205469,-1,Yes,,taxation,federalism,,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Ordinance,,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d419a6fdc0aeb467bfcc34e,Law on the Implementation of Tax Reform,Gesetz über die Umsetzung der Steuerreform,,subnational,Switzerland,CH,Fribourg,,2019-06-30,Optional referendum,22581,28502,2431,281,205469,-1,Yes,,taxation,,,Bottom up,Binding,Official,Normal,Citizens,Equal,6000,Within 90 days after the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d419832dc0aeb467bfcc348,Act on the Conduct of Trade,Gesetz über die Ausübung des Handels,,subnational,Switzerland,CH,Fribourg,,2019-06-30,Optional referendum,29597,24612,591,135,205469,-1,No,,economy,working hours,,Bottom up,Binding,Official,Normal,Citizens,Equal,6000,Within 90 days after the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d419265dc0aeb467bfcc342,Decree on a commitment credit for the extension and conversion of the Cantonal and University Library of Fribourg,Dekret über einen Verpflichtungskredit für den Aus- und Umbau der Kantons- und Universitätsbibliothek Freiburg,,subnational,Switzerland,CH,Fribourg,,2018-06-10,Mandatory referendum,10794,46059,696,119,202411,-1,Yes,,transport and infrastructure,"culture, religion and media",,Automatic,Binding,Official,Normal,Constitution,Equal,,,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Ordinance,Both,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4187b0dc0aeb467bfcc33c,Parliamentary resolution on the new construction of the Natural History Museum Basel and the State Archives Basel-Stadt and the corresponding adjustments to the building laws,Grossratsbeschluss betreffend Neubau Naturhistorisches Museum Basel und Staatsarchiv Basel-Stadt und die entsprechenden baurechtlichen Anpassungen,,subnational,Switzerland,CH,Basel Stadt,,2019-05-19,Optional referendum,22396,34064,1960,30,105335,-1,Yes,,public expenditure,"culture, religion and media",,Bottom up,Binding,Official,Normal,Citizens,Equal,2000,Within 42 days after the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,,,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
5d4183f2dc0aeb467bfcc336,"Parliamentary resolution on the partial revision of the Direct Tax Act of 12 April 2000 (Tax Act, StG)","Grossratsbeschluss betreffend Teilrevision des Gesetzes über die direkten Steuern vom 12. April 2000 (Steuergesetz, StG)",,subnational,Switzerland,CH,Basel Stadt,,2019-05-19,Optional referendum,21928,31618,4868,36,105335,-1,Yes,,taxation,direct taxation,,Bottom up,Binding,Official,Normal,Citizens,Equal,2000,Within 42 days after the publication,Legal text (ausformulierter vorschlag),Parliament,No,"Abrogate, Introduce, Revise",Ballot,Law,Partial,,Simple majority,Whole text only,Does not exist,,,,Jus cogens
